iter	Passed	Remaining
291	135	4299
292	135	4298
293	136	4299
294	136	4295
295	136	4285
296	137	4283
297	137	4281
298	137	4272
299	138	4267
300	138	4270
301	139	4265
302	139	4258
303	139	4258
304	139	4249
305	140	4249
306	140	4241
307	140	4237
308	141	4233
309	141	4226
310	141	4224
311	142	4216
312	142	4214
313	142	4210
314	143	4202
315	143	4198
316	143	4190
317	144	4189
318	144	4190
319	145	4192
320	145	4187
321	145	4187
322	146	4184
323	146	4180
324	147	4181
325	147	4179
326	147	4174
327	148	4171
328	148	4179
329	149	4175
330	149	4170
331	149	4164
332	149	4157
333	150	4150
334	150	4145
335	150	4137
336	150	4132
337	151	4134
338	151	4135
339	152	4132
340	152	4136
341	153	4134
342	153	4130
343	154	4129
344	154	4139
345	155	4140
346	155	4137
347	155	4129
348	156	4121
349	156	4119
350	157	4124
351	157	4123
352	158	4123
353	158	4128
354	159	4127
355	159	4127
356	160	4132
357	160	4133
358	160	4126
359	161	4125
360	162	4130
361	162	4135
362	163	4133
363	163	4130
364	163	4131
365	164	4124
366	164	4116
367	164	4111
368	164	4111
369	165	4110
370	165	4106
371	165	4100
372	166	4094
373	166	4097
374	167	4096
375	167	4089
376	167	4088
377	168	4087
378	168	4086
379	168	4082
380	169	4078
381	169	4080
382	170	4076
383	170	4074
384	170	4068
385	170	4065
386	171	4064
387	171	4064
388	172	4058
389	172	4056
390	172	4053
391	173	4051
392	173	4045
393	173	4039
394	173	4032
395	173	4027
396	174	4022
397	174	4017
398	174	4010
399	175	4011
400	175	4017
401	176	4015
402	176	4014
403	176	4007
404	177	4008
405	177	4002
406	177	4000
407	177	3993
408	178	3993
409	178	3991
410	179	3991
411	179	3989
412	179	3988
413	180	3986
414	180	3984
415	181	3983
416	181	3986
417	182	3986
418	182	3980
419	182	3984
420	183	3978
421	183	3976
422	183	3974
423	184	3972
424	184	3969
425	184	3963
426	185	3963
427	185	3969
428	186	3966
429	186	3967
430	187	3965
431	187	3959
432	187	3955
433	187	3951
434	187	3945
435	188	3945
436	188	3941
437	189	3943
438	189	3940
439	190	3941
440	190	3937
441	190	3937
442	190	3932
443	191	3925
444	191	3924
445	191	3922
446	192	3917
447	192	3915
448	192	3912
449	193	3910
450	193	3906
451	193	3902
452	193	3897
453	194	3895
454	194	3891
455	194	3893
456	195	3892
457	195	3891
458	195	3887
459	196	3882
460	196	3882
461	197	3883
462	197	3882
463	198	3884
464	198	3884
465	198	3880
466	198	3875
467	199	3874
468	199	3875
469	200	3874
470	200	3872
471	200	3872
472	201	3873
473	201	3871
474	202	3869
475	202	3863
476	202	3858
477	202	3859
478	203	3863
479	204	3864
480	205	3877
481	205	3874
482	206	3874
483	206	3874
484	207	3876
485	207	3874
486	208	3878
487	208	3875
488	208	3870
489	208	3870
490	209	3871
491	210	3874
492	210	3872
493	210	3871
494	211	3867
495	211	3869
496	212	3870
497	216	3935
498	216	3934
499	217	3941
500	217	3936
501	218	3937
502	218	3937
503	218	3931
504	218	3928
505	219	3928
506	219	3927
507	220	3929
508	220	3929
509	221	3936
510	222	3934
511	222	3936
512	222	3934
513	223	3931
514	223	3931
515	224	3932
516	224	3927
517	224	3927
518	225	3932
519	225	3929
520	226	3923
521	226	3924
522	226	3921
523	227	3923
524	227	3922
525	228	3925
526	228	3924
527	229	3926
528	230	3932
529	230	3934
530	231	3942
531	231	3938
532	232	3936
533	232	3934
534	232	3931
535	233	3935
536	234	3936
537	234	3937
538	235	3935
539	235	3937
540	235	3932
541	236	3929
542	236	3924
543	236	3925
544	237	3927
545	237	3925
546	237	3919
547	237	3914
548	238	3911
549	238	3909
550	238	3907
551	239	3908
552	239	3911
553	240	3915
554	240	3911
555	241	3908
556	241	3905
557	241	3900
558	241	3895
559	242	3892
560	242	3887
561	242	3883
562	242	3881
563	243	3878
564	243	3876
565	243	3871
566	243	3869
567	244	3867
568	244	3873
569	245	3870
570	245	3868
571	245	3865
572	246	3864
573	246	3865
574	247	3870
575	248	3870
576	248	3867
577	248	3865
578	248	3861
579	249	3859
580	249	3859
581	249	3858
582	250	3854
583	250	3856
584	250	3851
585	251	3850
586	251	3846
587	251	3844
588	252	3841
589	252	3840
590	252	3837
591	252	3834
592	253	3833
593	253	3833
594	254	3833
595	254	3835
596	255	3831
597	255	3834
598	256	3837
599	256	3834
600	256	3830
601	257	3828
602	257	3826
603	257	3824
604	257	3819
605	258	3816
606	258	3813
607	258	3811
608	258	3806
609	259	3803
610	259	3798
611	259	3795
612	259	3792
613	259	3788
614	260	3784
615	260	3782
616	260	3780
617	260	3777
618	261	3774
619	261	3774
620	261	3772
621	262	3768
622	262	3766
623	262	3761
624	262	3757
625	263	3755
626	263	3751
627	263	3755
628	264	3753
629	264	3750
630	264	3746
631	264	3743
632	265	3741
633	265	3740
634	265	3737
635	265	3733
636	266	3730
637	266	3729
638	266	3728
639	267	3727
640	267	3723
641	267	3721
642	267	3718
643	268	3717
644	268	3713
645	268	3709
646	268	3705
647	268	3701
648	269	3700
649	269	3697
650	269	3695
651	270	3692
652	270	3691
653	270	3690
654	271	3689
655	271	3688
656	272	3689
657	272	3685
658	280	3792
659	281	3792
660	281	3792
661	282	3800
662	283	3803
663	283	3805
664	284	3812
665	286	3826
666	287	3830
667	287	3830
668	287	3827
669	288	3825
670	288	3821
671	288	3817
672	288	3813
673	288	3811
674	289	3807
675	289	3803
676	289	3801
677	289	3797
678	289	3793
679	290	3789
680	290	3785
681	290	3788
682	294	3829
683	295	3830
684	296	3848
685	297	3851
686	298	3851
687	298	3854
688	299	3860
689	299	3858
690	301	3866
691	301	3869
692	302	3868
693	302	3865
694	302	3865
695	303	3864
696	304	3869
697	304	3865
698	304	3861
699	304	3859
700	305	3857
701	305	3855
702	305	3855
703	306	3857
704	307	3865
705	307	3862
706	308	3860
707	308	3859
708	308	3855
709	308	3852
710	309	3855
711	309	3853
712	310	3854
713	311	3856
714	311	3855
715	311	3855
716	312	3853
717	312	3852
718	312	3851
719	313	3849
720	313	3848
721	313	3844
722	314	3842
723	314	3840
724	314	3838
725	314	3834
726	315	3830
727	315	3827
728	315	3827
729	315	3824
730	316	3820
731	316	3817
732	316	3813
733	316	3811
734	316	3807
735	317	3805
736	317	3803
737	317	3800
738	318	3798
739	318	3794
740	318	3794
741	319	3793
742	319	3791
743	319	3793
744	320	3795
745	321	3796
746	321	3793
747	321	3792
748	322	3790
749	322	3788
750	322	3786
751	322	3782
752	322	3779
753	324	3788
754	324	3785
755	324	3784
756	325	3788
757	326	3792
758	326	3792
759	327	3796
760	328	3797
761	328	3799
762	329	3800
763	330	3802
764	330	3801
765	330	3801
766	331	3798
767	331	3796
768	331	3792
769	331	3792
770	332	3791
771	332	3792
772	333	3791
773	333	3789
774	333	3787
775	334	3784
776	334	3782
777	334	3779
778	334	3777
779	335	3775
780	337	3791
781	337	3792
782	338	3794
783	338	3791
784	338	3791
785	339	3792
786	340	3794
787	340	3793
788	341	3794
789	341	3794
790	341	3792
791	342	3789
792	342	3790
793	343	3789
794	343	3787
795	343	3786
796	344	3786
797	344	3784
798	345	3789
799	346	3792
800	346	3790
801	346	3788
802	347	3789
803	348	3794
804	348	3791
805	349	3793
806	349	3794
807	349	3791
808	350	3791
809	350	3792
810	351	3790
811	351	3790
812	351	3788
813	352	3790
814	352	3787
815	353	3785
816	353	3783
817	356	3809
818	356	3806
819	356	3804
820	356	3801
821	357	3802
822	357	3800
823	358	3800
824	358	3796
825	358	3796
826	359	3795
827	359	3794
828	360	3794
829	360	3792
830	360	3789
831	360	3788
832	361	3787
833	361	3786
834	361	3784
835	362	3783
836	362	3780
837	362	3777
838	363	3778
839	363	3778
840	364	3780
841	364	3779
842	365	3779
843	365	3779
844	365	3777
845	366	3778
846	366	3775
847	367	3775
848	367	3772
849	367	3771
850	368	3772
851	369	3780
852	370	3781
853	370	3780
854	370	3779
855	371	3778
856	371	3778
857	372	3777
858	372	3774
859	372	3772
860	373	3772
861	373	3769
862	373	3769
863	374	3772
864	375	3772
865	375	3772
866	377	3785
867	377	3785
868	378	3783
869	378	3783
870	378	3780
871	378	3778
872	379	3777
873	379	3774
874	379	3771
875	380	3770
876	380	3770
877	380	3768
878	381	3767
879	381	3767
880	382	3766
881	382	3767
882	382	3765
883	383	3762
884	383	3759
885	383	3757
886	384	3759
887	384	3758
888	385	3759
889	386	3763
890	386	3764
891	387	3765
892	387	3765
893	388	3766
894	388	3767
895	389	3765
896	389	3763
897	390	3765
898	390	3762
899	390	3761
900	390	3759
901	391	3758
902	391	3760
903	392	3759
904	392	3759
905	392	3756
906	393	3753
907	393	3753
908	394	3756
909	395	3757
910	395	3756
911	396	3758
912	396	3759
913	397	3761
914	397	3760
915	397	3757
916	398	3756
917	398	3756
918	400	3764
919	400	3764
920	400	3762
921	401	3761
922	401	3759
923	402	3761
924	403	3765
925	403	3765
926	404	3765
927	404	3766
928	405	3768
929	405	3765
930	406	3771
931	407	3777
932	408	3777
933	408	3775
934	408	3775
935	409	3773
936	409	3770
937	409	3769
938	410	3770
939	411	3772
940	411	3770
941	411	3769
942	412	3770
943	412	3771
944	413	3772
945	413	3771
946	414	3770
947	414	3768
948	415	3768
949	417	3784
950	417	3784
951	418	3782
952	418	3781
953	418	3778
954	418	3775
955	418	3772
956	419	3770
957	419	3772
958	420	3773
959	420	3773
960	421	3773
961	422	3775
962	422	3775
963	422	3773
964	423	3774
965	424	3775
966	424	3772
967	424	3772
968	425	3772
969	425	3772
970	426	3774
971	427	3778
972	427	3775
973	427	3774
974	428	3772
975	428	3772
976	428	3771
977	429	3772
978	430	3773
979	430	3772
980	430	3770
981	431	3768
982	431	3770
983	432	3772
984	432	3770
985	432	3767
986	433	3765
987	433	3765
988	434	3764
989	434	3765
990	435	3764
991	435	3764
992	436	3768
993	436	3768
994	437	3765
995	437	3765
996	437	3763
997	438	3760
998	438	3761
999	438	3759
1000	439	3759
1001	439	3757
1002	440	3757
1003	440	3754
1004	440	3755
1005	441	3756
1006	441	3754
1007	442	3756
1008	442	3756
1009	443	3756
1010	443	3754
1011	444	3756
1012	445	3759
1013	445	3757
1014	445	3755
1015	446	3753
1016	447	3759
1017	448	3762
1018	448	3760
1019	449	3763
1020	449	3763
1021	449	3762
1022	450	3761
1023	450	3761
1024	451	3761
1025	451	3759
1026	451	3757
1027	452	3755
1028	452	3753
1029	452	3752
1030	453	3752
1031	453	3749
1032	454	3751
1033	454	3749
1034	454	3748
1035	455	3746
1036	455	3747
1037	455	3745
1038	456	3743
1039	456	3744
1040	457	3744
1041	457	3743
1042	457	3740
1043	458	3741
1044	458	3739
1045	459	3740
1046	459	3738
1047	460	3738
1048	460	3737
1049	460	3735
1050	460	3732
1051	461	3733
1052	461	3734
1053	462	3731
1054	462	3730
1055	462	3728
1056	462	3726
1057	463	3723
1058	463	3723
1059	464	3727
1060	465	3730
1061	465	3729
1062	465	3727
1063	466	3725
1064	466	3724
1065	467	3723
1066	467	3723
1067	467	3721
1068	467	3719
1069	468	3718
1070	468	3716
1071	468	3715
1072	469	3712
1073	469	3711
1074	469	3708
1075	469	3705
1076	469	3703
1077	470	3703
1078	470	3702
1079	470	3700
1080	471	3698
1081	471	3700
1082	472	3701
1083	472	3700
1084	473	3698
1085	473	3697
1086	473	3696
1087	474	3694
1088	474	3694
1089	475	3693
1090	475	3692
1091	475	3691
1092	476	3690
1093	476	3689
1094	476	3687
1095	477	3686
1096	477	3686
1097	477	3684
1098	478	3686
1099	478	3685
1100	479	3684
1101	479	3682
1102	480	3683
1103	480	3683
1104	480	3681
1105	481	3680
1106	481	3679
1107	481	3677
1108	482	3675
1109	482	3673
1110	482	3671
1111	482	3670
1112	483	3670
1113	483	3670
1114	484	3671
1115	484	3672
1116	485	3672
1117	486	3672
1118	486	3673
1119	487	3674
1120	487	3675
1121	488	3673
1122	488	3671
1123	488	3670
1124	489	3670
1125	489	3671
1126	490	3670
1127	490	3667
1128	490	3667
1129	491	3667
1130	491	3668
1131	492	3667
1132	492	3667
1133	493	3665
1134	493	3663
1135	493	3660
1136	493	3660
1137	494	3658
1138	494	3656
1139	494	3655
1140	495	3661
1141	496	3662
1142	497	3663
1143	497	3663
1144	497	3660
1145	498	3660
1146	498	3659
1147	499	3659
1148	499	3659
1149	499	3658
1150	500	3659
1151	500	3657
1152	500	3655
1153	501	3652
1154	501	3651
1155	501	3650
1156	502	3649
1157	502	3647
1158	502	3646
1159	503	3645
1160	503	3645
1161	503	3643
1162	504	3644
1163	504	3643
1164	505	3642
1165	505	3642
1166	506	3642
1167	506	3641
1168	506	3640
1169	506	3638
1170	507	3637
1171	507	3637
1172	508	3635
1173	508	3634
1174	508	3632
1175	508	3631
1176	509	3630
1177	509	3630
1178	510	3629
1179	510	3627
1180	510	3625
1181	511	3627
1182	511	3627
1183	512	3627
1184	512	3626
1185	513	3626
1186	513	3626
1187	513	3624
1188	514	3622
1189	514	3620
1190	514	3619
1191	514	3617
1192	515	3617
1193	515	3614
1194	516	3614
1195	517	3619
1196	517	3618
1197	517	3616
1198	517	3614
1199	518	3613
1200	518	3611
1201	518	3610
1202	519	3608
1203	519	3607
1204	519	3606
1205	520	3607
1206	520	3606
1207	521	3605
1208	521	3605
1209	523	3615
1210	523	3614
1211	524	3614
1212	525	3615
1213	525	3617
1214	526	3617
1215	526	3615
1216	526	3612
1217	526	3611
1218	527	3610
1219	527	3608
1220	527	3607
1221	528	3606
1222	528	3605
1223	528	3604
1224	529	3604
1225	529	3602
1226	529	3600
1227	530	3599
1228	530	3598
1229	530	3597
1230	531	3597
1231	531	3597
1232	532	3595
1233	532	3594
1234	532	3593
1235	533	3592
1236	533	3590
1237	533	3589
1238	533	3587
1239	534	3587
1240	534	3586
1241	535	3586
1242	535	3584
1243	535	3583
1244	535	3582
1245	536	3581
1246	536	3579
1247	536	3578
1248	537	3578
1249	537	3578
1250	538	3578
1251	538	3577
1252	539	3577
1253	539	3577
1254	539	3575
1255	540	3574
1256	540	3574
1257	541	3573
1258	541	3572
1259	541	3570
1260	542	3572
1261	544	3583
1262	545	3583
1263	545	3582
1264	545	3580
1265	545	3578
1266	546	3578
1267	546	3578
1268	547	3577
1269	547	3578
1270	548	3578
1271	548	3579
1272	549	3578
1273	549	3576
1274	549	3575
1275	550	3576
1276	550	3574
1277	551	3573
1278	551	3573
1279	551	3572
1280	552	3571
1281	552	3569
1282	553	3572
1283	553	3571
1284	553	3569
1285	554	3569
1286	554	3568
1287	555	3568
1288	555	3567
1289	556	3572
1290	557	3571
1291	557	3570
1292	558	3570
1293	558	3569
1294	558	3569
1295	559	3569
1296	559	3569
1297	560	3568
1298	560	3568
1299	561	3567
1300	561	3566
1301	561	3564
1302	562	3565
1303	562	3565
1304	563	3566
1305	563	3565
1306	564	3566
1307	564	3564
1308	565	3564
1309	566	3567
1310	566	3567
1311	566	3567
1312	567	3568
1313	567	3566
1314	568	3565
1315	569	3567
1316	569	3567
1317	569	3566
1318	570	3564
1319	570	3564
1320	571	3566
1321	571	3566
1322	572	3564
1323	572	3563
1324	573	3564
1325	573	3564
1326	573	3562
1327	574	3562
1328	574	3560
1329	574	3560
1330	575	3560
1331	575	3559
1332	576	3557
1333	576	3555
1334	576	3556
1335	577	3556
1336	577	3555
1337	578	3555
1338	578	3555
1339	579	3555
1340	579	3556
1341	580	3554
1342	580	3552
1343	580	3550
1344	580	3548
1345	581	3548
1346	581	3548
1347	581	3547
1348	582	3548
1349	582	3547
1350	583	3547
1351	583	3546
1352	584	3545
1353	584	3544
1354	584	3544
1355	585	3544
1356	585	3543
1357	586	3542
1358	586	3542
1359	587	3542
1360	587	3540
1361	587	3538
1362	587	3537
1363	588	3535
1364	588	3534
1365	588	3533
1366	589	3533
1367	590	3536
1368	590	3535
1369	590	3534
1370	591	3534
1371	591	3533
1372	591	3532
1373	592	3532
1374	592	3531
1375	593	3531
1376	593	3529
1377	593	3529
1378	594	3527
1379	594	3526
1380	594	3525
1381	595	3523
1382	595	3524
1383	595	3522
1384	596	3521
1385	596	3520
1386	596	3520
1387	597	3518
1388	597	3517
1389	597	3516
1390	598	3517
1391	598	3516
1392	599	3515
1393	599	3514
1394	599	3512
1395	600	3512
1396	600	3511
1397	600	3509
1398	601	3508
1399	601	3507
1400	601	3506
1401	602	3505
1402	602	3504
1403	603	3508
1404	604	3508
1405	604	3507
1406	604	3507
1407	605	3507
1408	605	3507
1409	606	3505
1410	606	3506
1411	607	3506
1412	607	3506
1413	608	3506
1414	608	3507
1415	609	3507
1416	609	3505
1417	610	3505
1418	610	3504
1419	610	3503
1420	611	3502
1421	611	3500
1422	611	3499
1423	611	3499
1424	612	3498
1425	612	3496
1426	612	3496
1427	613	3495
1428	613	3493
1429	613	3492
1430	614	3492
1431	614	3490
1432	614	3488
1433	614	3486
1434	615	3486
1435	615	3485
1436	615	3483
1437	615	3481
1438	616	3481
1439	616	3480
1440	617	3480
1441	617	3479
1442	617	3477
1443	618	3478
1444	618	3477
1445	619	3477
1446	619	3478
1447	620	3476
1448	620	3475
1449	620	3475
1450	621	3474
1451	621	3473
1452	622	3474
1453	622	3473
1454	622	3471
1455	623	3472
1456	623	3472
1457	624	3471
1458	624	3471
1459	625	3471
1460	625	3471
1461	626	3471
1462	626	3469
1463	627	3470
1464	627	3469
1465	628	3470
1466	628	3470
1467	629	3471
1468	629	3470
1469	629	3469
1470	630	3469
1471	630	3468
1472	631	3469
1473	632	3470
1474	632	3468
1475	632	3468
1476	632	3466
1477	633	3464
1478	633	3464
1479	634	3466
1480	634	3464
1481	634	3463
1482	635	3465
1483	636	3464
1484	636	3463
1485	636	3463
1486	637	3462
1487	637	3462
1488	637	3460
1489	638	3459
1490	638	3458
1491	638	3456
1492	639	3456
1493	639	3457
1494	640	3455
1495	640	3455
1496	640	3454
1497	641	3455
1498	641	3454
1499	642	3454
1500	642	3454
1501	643	3453
1502	643	3451
1503	643	3450
1504	644	3449
1505	644	3449
1506	645	3449
1507	645	3449
1508	645	3449
1509	646	3447
1510	646	3446
1511	646	3445
1512	647	3446
1513	647	3445
1514	648	3444
1515	648	3442
1516	648	3440
1517	648	3439
1518	648	3437
1519	649	3437
1520	649	3435
1521	649	3433
1522	649	3432
1523	650	3432
1524	651	3433
1525	651	3431
1526	651	3430
1527	651	3429
1528	652	3427
1529	652	3426
1530	652	3426
1531	653	3425
1532	653	3423
1533	653	3422
1534	654	3422
1535	654	3422
1536	655	3421
1537	655	3420
1538	655	3419
1539	655	3417
1540	656	3420
1541	657	3419
1542	657	3418
1543	657	3417
1544	657	3415
1545	658	3413
1546	658	3412
1547	658	3411
1548	659	3410
1549	659	3409
1550	659	3409
1551	660	3408
1552	660	3407
1553	660	3406
1554	661	3407
1555	661	3407
1556	662	3407
1557	662	3407
1558	663	3405
1559	663	3406
1560	664	3406
1561	664	3404
1562	664	3403
1563	665	3403
1564	665	3401
1565	665	3400
1566	666	3400
1567	666	3399
1568	666	3399
1569	667	3398
1570	667	3396
1571	667	3394
1572	667	3393
1573	668	3392
1574	668	3391
1575	668	3390
1576	668	3388
1577	669	3388
1578	669	3388
1579	670	3386
1580	670	3386
1581	670	3385
1582	671	3385
1583	671	3383
1584	671	3382
1585	671	3380
1586	672	3378
1587	672	3377
1588	672	3375
1589	672	3373
1590	673	3373
1591	673	3372
1592	673	3370
1593	673	3370
1594	674	3369
1595	674	3369
1596	675	3368
1597	675	3367
1598	675	3366
1599	676	3365
1600	676	3365
1601	676	3363
1602	677	3363
1603	677	3363
1604	677	3361
1605	678	3360
1606	678	3360
1607	678	3359
1608	679	3359
1609	679	3357
1610	679	3356
1611	680	3355
1612	680	3354
1613	680	3354
1614	681	3353
1615	681	3353
1616	681	3352
1617	682	3351
1618	682	3350
1619	682	3349
1620	683	3347
1621	683	3345
1622	683	3345
1623	683	3343
1624	683	3341
1625	684	3340
1626	684	3339
1627	684	3338
1628	685	3338
1629	685	3338
1630	686	3337
1631	686	3337
1632	686	3335
1633	686	3334
1634	687	3332
1635	687	3332
1636	688	3332
1637	688	3334
1638	689	3333
1639	689	3332
1640	689	3331
1641	690	3330
1642	690	3330
1643	691	3330
1644	691	3328
1645	691	3328
1646	691	3327
1647	692	3325
1648	692	3325
1649	692	3323
1650	693	3325
1651	693	3324
1652	694	3324
1653	694	3323
1654	695	3322
1655	695	3322
1656	695	3321
1657	696	3320
1658	696	3321
1659	697	3322
1660	698	3322
1661	698	3320
1662	698	3319
1663	698	3319
1664	699	3317
1665	699	3316
1666	699	3315
1667	700	3315
1668	700	3313
1669	701	3314
1670	701	3314
1671	702	3314
1672	702	3313
1673	702	3313
1674	702	3311
1675	704	3315
1676	704	3316
1677	705	3317
1678	706	3317
1679	706	3316
1680	706	3315
1681	707	3314
1682	707	3313
1683	707	3311
1684	708	3312
1685	708	3311
1686	709	3312
1687	709	3311
1688	710	3311
1689	710	3312
1690	711	3313
1691	711	3312
1692	712	3313
1693	713	3314
1694	713	3313
1695	713	3311
1696	714	3311
1697	714	3312
1698	715	3311
1699	715	3311
1700	716	3311
1701	716	3312
1702	717	3311
1703	717	3310
1704	718	3310
1705	718	3310
1706	718	3310
1707	719	3310
1708	719	3310
1709	720	3310
1710	721	3310
1711	721	3310
1712	722	3310
1713	722	3310
1714	723	3310
1715	723	3309
1716	723	3308
1717	724	3308
1718	724	3307
1719	724	3306
1720	725	3306
1721	725	3304
1722	725	3304
1723	726	3303
1724	726	3302
1725	726	3302
1726	727	3301
1727	727	3299
1728	727	3298
1729	728	3298
1730	728	3297
1731	728	3297
1732	729	3295
1733	729	3294
1734	729	3293
1735	730	3293
1736	730	3292
1737	730	3290
1738	731	3290
1739	731	3289
1740	731	3288
1741	732	3288
1742	732	3286
1743	732	3286
1744	733	3286
1745	733	3285
1746	733	3284
1747	734	3284
1748	734	3283
1749	735	3284
1750	735	3284
1751	736	3283
1752	736	3283
1753	736	3282
1754	737	3282
1755	737	3280
1756	737	3279
1757	738	3278
1758	738	3276
1759	738	3276
1760	739	3276
1761	739	3276
1762	740	3276
1763	740	3275
1764	740	3273
1765	741	3273
1766	741	3272
1767	741	3270
1768	741	3270
1769	742	3269
1770	742	3268
1771	742	3267
1772	743	3267
1773	743	3267
1774	744	3266
1775	744	3265
1776	744	3264
1777	744	3263
1778	745	3262
1779	745	3262
1780	746	3262
1781	746	3261
1782	747	3261
1783	747	3260
1784	747	3259
1785	747	3258
1786	748	3256
1787	748	3255
1788	748	3253
1789	748	3253
1790	749	3251
1791	749	3251
1792	749	3250
1793	749	3248
1794	750	3247
1795	750	3247
1796	750	3246
1797	751	3245
1798	751	3244
1799	752	3245
1800	752	3245
1801	753	3244
1802	753	3243
1803	753	3243
1804	754	3242
1805	754	3241
1806	754	3240
1807	754	3239
1808	755	3238
1809	755	3237
1810	755	3236
1811	756	3236
1812	756	3234
1813	756	3234
1814	757	3234
1815	757	3233
1816	758	3232
1817	758	3232
1818	758	3230
1819	758	3229
1820	759	3230
1821	760	3232
1822	760	3230
1823	761	3230
1824	761	3230
1825	761	3229
1826	762	3229
1827	762	3228
1828	762	3227
1829	763	3227
1830	763	3226
1831	764	3226
1832	764	3226
1833	765	3226
1834	765	3224
1835	765	3223
1836	766	3223
1837	766	3222
1838	766	3222
1839	767	3222
1840	767	3220
1841	767	3219
1842	768	3218
1843	768	3219
1844	768	3217
1845	769	3217
1846	770	3218
1847	770	3216
1848	770	3215
1849	770	3215
1850	771	3215
1851	771	3215
1852	772	3215
1853	772	3214
1854	773	3213
1855	773	3212
1856	773	3211
1857	774	3212
1858	774	3211
1859	774	3210
1860	775	3210
1861	776	3210
1862	776	3210
1863	776	3209
1864	777	3209
1865	777	3209
1866	778	3208
1867	778	3208
1868	778	3208
1869	779	3208
1870	780	3208
