iter	Passed	Remaining
1871	780	3206
1872	780	3207
1873	781	3207
1874	781	3205
1875	781	3205
1876	782	3205
1877	783	3205
1878	783	3205
1879	783	3204
1880	783	3203
1881	784	3202
1882	785	3202
1883	785	3202
1884	785	3202
1885	786	3203
1886	787	3203
1887	787	3203
1888	788	3202
1889	788	3202
1890	789	3202
1891	789	3201
1892	789	3200
1893	790	3200
1894	790	3199
1895	791	3201
1896	791	3200
1897	791	3199
1898	792	3198
1899	792	3197
1900	792	3196
1901	793	3196
1902	793	3195
1903	793	3194
1904	794	3194
1905	794	3194
1906	795	3195
1907	795	3193
1908	796	3193
1909	796	3192
1910	796	3192
1911	797	3191
1912	797	3190
1913	797	3189
1914	798	3188
1915	798	3187
1916	798	3187
1917	799	3187
1918	799	3186
1919	800	3186
1920	800	3187
1921	801	3186
1922	801	3184
1923	801	3183
1924	802	3183
1925	802	3183
1926	802	3183
1927	803	3182
1928	803	3181
1929	803	3180
1930	804	3181
1931	804	3180
1932	806	3183
1933	806	3184
1934	807	3183
1935	807	3183
1936	808	3182
1937	808	3181
1938	808	3181
1939	809	3181
1940	809	3181
1941	810	3180
1942	810	3179
1943	810	3178
1944	811	3178
1945	811	3177
1946	811	3175
1947	811	3174
1948	812	3174
1949	812	3173
1950	812	3172
1951	812	3170
1952	813	3169
1953	813	3169
1954	813	3168
1955	814	3167
1956	814	3166
1957	814	3165
1958	815	3165
1959	815	3165
1960	815	3164
1961	816	3162
1962	816	3162
1963	816	3161
1964	816	3160
1965	817	3158
1966	817	3158
1967	817	3157
1968	818	3157
1969	818	3155
1970	818	3154
1971	819	3153
1972	819	3152
1973	819	3151
1974	819	3151
1975	820	3150
1976	820	3149
1977	820	3149
1978	821	3148
1979	821	3146
1980	821	3145
1981	821	3144
1982	821	3143
1983	822	3142
1984	822	3141
1985	822	3140
1986	823	3139
1987	823	3137
1988	823	3136
1989	823	3135
1990	823	3134
1991	824	3133
1992	824	3131
1993	824	3130
1994	824	3129
1995	824	3128
1996	825	3127
1997	825	3125
1998	825	3125
1999	825	3124
2000	826	3123
2001	826	3122
2002	826	3121
2003	826	3120
2004	827	3119
2005	827	3118
2006	827	3117
2007	828	3116
2008	829	3119
2009	829	3119
2010	830	3119
2011	830	3119
2012	831	3119
2013	831	3118
2014	831	3117
2015	832	3116
2016	832	3115
2017	832	3114
2018	832	3113
2019	833	3113
2020	833	3112
2021	834	3111
2022	834	3110
2023	834	3109
2024	834	3108
2025	835	3108
2026	835	3107
2027	836	3107
2028	836	3107
2029	836	3106
2030	837	3106
2031	837	3105
2032	837	3104
2033	837	3102
2034	838	3102
2035	838	3100
2036	838	3100
2037	839	3099
2038	839	3098
2039	839	3098
2040	840	3097
2041	840	3097
2042	840	3096
2043	841	3096
2044	841	3095
2045	841	3094
2046	842	3094
2047	842	3094
2048	843	3093
2049	843	3093
2050	844	3093
2051	844	3092
2052	844	3091
2053	845	3091
2054	845	3090
2055	846	3090
2056	846	3090
2057	847	3092
2058	848	3092
2059	848	3092
2060	849	3092
2061	849	3092
2062	849	3091
2063	850	3091
2064	850	3090
2065	851	3089
2066	851	3088
2067	851	3087
2068	852	3089
2069	853	3089
2070	854	3092
2071	854	3091
2072	855	3092
2073	856	3092
2074	856	3091
2075	856	3091
2076	857	3090
2077	857	3089
2078	858	3090
2079	858	3090
2080	858	3089
2081	859	3087
2082	859	3087
2083	859	3086
2084	860	3086
2085	860	3085
2086	860	3084
2087	861	3085
2088	861	3084
2089	861	3083
2090	862	3082
2091	862	3082
2092	863	3082
2093	863	3082
2094	864	3082
2095	865	3083
2096	865	3082
2097	865	3082
2098	866	3081
2099	866	3080
2100	866	3079
2101	867	3079
2102	867	3078
2103	867	3077
2104	868	3077
2105	868	3076
2106	869	3079
2107	870	3081
2108	871	3082
2109	872	3081
2110	872	3080
2111	872	3080
2112	873	3081
2113	874	3081
2114	874	3080
2115	874	3079
2116	875	3080
2117	875	3079
2118	876	3078
2119	876	3078
2120	876	3077
2121	877	3077
2122	877	3076
2123	877	3075
2124	878	3076
2125	878	3075
2126	879	3075
2127	880	3077
2128	881	3077
2129	881	3076
2130	881	3075
2131	882	3075
2132	882	3074
2133	882	3073
2134	882	3072
2135	883	3071
2136	884	3073
2137	884	3073
2138	884	3072
2139	885	3074
2140	886	3074
2141	886	3073
2142	887	3072
2143	887	3071
2144	887	3070
2145	887	3069
2146	888	3068
2147	888	3069
2148	889	3068
2149	889	3067
2150	889	3066
2151	889	3066
2152	891	3068
2153	891	3067
2154	892	3067
2155	892	3066
2156	892	3066
2157	893	3065
2158	893	3065
2159	893	3064
2160	894	3065
2161	894	3063
2162	895	3063
2163	895	3062
2164	895	3061
2165	895	3060
2166	896	3060
2167	896	3060
2168	897	3060
2169	897	3060
2170	898	3059
2171	898	3058
2172	898	3057
2173	899	3057
2174	899	3057
2175	900	3056
2176	900	3055
2177	900	3054
2178	901	3056
2179	902	3056
2180	902	3055
2181	902	3054
2182	903	3054
2183	903	3054
2184	904	3055
2185	905	3055
2186	905	3055
2187	905	3054
2188	906	3054
2189	906	3053
2190	907	3053
2191	907	3053
2192	908	3052
2193	908	3051
2194	908	3050
2195	908	3049
2196	908	3048
2197	909	3048
2198	909	3048
2199	910	3047
2200	910	3046
2201	911	3046
2202	911	3046
2203	912	3048
2204	913	3048
2205	913	3048
2206	915	3052
2207	915	3051
2208	915	3050
2209	916	3050
2210	916	3048
2211	916	3048
2212	917	3048
2213	917	3047
2214	917	3046
2215	918	3046
2216	918	3046
2217	919	3045
2218	919	3044
2219	919	3043
2220	920	3042
2221	920	3043
2222	921	3043
2223	922	3044
2224	922	3044
2225	922	3042
2226	923	3043
2227	923	3042
2228	924	3042
2229	924	3041
2230	924	3040
2231	924	3039
2232	925	3038
2233	925	3038
2234	926	3038
2235	926	3037
2236	926	3036
2237	927	3035
2238	927	3035
2239	928	3035
2240	928	3035
2241	928	3034
2242	930	3037
2243	930	3036
2244	930	3035
2245	931	3037
2246	932	3036
2247	932	3036
2248	933	3035
2249	933	3035
2250	934	3037
2251	934	3036
2252	935	3036
2253	935	3035
2254	936	3034
2255	936	3034
2256	936	3033
2257	937	3034
2258	937	3033
2259	938	3033
2260	938	3032
2261	939	3032
2262	939	3031
2263	939	3031
2264	940	3030
2265	940	3029
2266	940	3029
2267	940	3027
2268	941	3027
2269	941	3026
2270	941	3025
2271	942	3024
2272	942	3023
2273	942	3023
2274	943	3023
2275	943	3022
2276	943	3021
2277	944	3021
2278	944	3020
2279	945	3020
2280	945	3019
2281	945	3017
2282	946	3018
2283	947	3020
2284	947	3019
2285	947	3017
2286	948	3017
2287	948	3016
2288	948	3016
2289	949	3017
2290	949	3015
2291	949	3014
2292	950	3013
2293	950	3013
2294	950	3012
2295	951	3011
2296	951	3010
2297	952	3011
2298	953	3013
2299	953	3013
2300	954	3012
2301	954	3012
2302	954	3010
2303	955	3010
2304	955	3009
2305	955	3008
2306	955	3007
2307	956	3008
2308	957	3008
2309	957	3008
2310	958	3008
2311	958	3008
2312	959	3007
2313	959	3007
2314	959	3006
2315	960	3005
2316	960	3004
2317	960	3002
2318	960	3001
2319	960	3001
2320	961	3000
2321	961	3000
2322	961	2999
2323	962	2998
2324	962	2997
2325	962	2997
2326	963	2996
2327	963	2995
2328	963	2995
2329	964	2993
2330	964	2993
2331	964	2992
2332	965	2994
2333	966	2993
2334	966	2992
2335	968	2997
2336	968	2996
2337	968	2995
2338	969	2994
2339	969	2993
2340	970	2994
2341	970	2994
2342	971	2993
2343	971	2994
2344	972	2993
2345	973	2995
2346	973	2994
2347	973	2993
2348	977	3002
2349	977	3001
2350	977	3000
2351	978	3000
2352	978	3000
2353	979	3000
2354	979	2999
2355	979	2998
2356	980	2999
2357	981	2998
2358	981	2998
2359	981	2997
2360	982	2998
2361	982	2997
2362	983	2996
2363	983	2995
2364	983	2995
2365	984	2995
2366	984	2994
2367	985	2994
2368	985	2994
2369	986	2995
2370	987	2995
2371	988	2997
2372	988	2996
2373	989	2996
2374	989	2995
2375	989	2995
2376	990	2996
2377	991	2997
2378	991	2996
2379	992	2996
2380	992	2995
2381	993	2996
2382	993	2995
2383	993	2994
2384	994	2994
2385	994	2994
2386	995	2993
2387	995	2993
2388	996	2993
2389	996	2992
2390	997	2994
2391	998	2994
2392	998	2994
2393	999	2994
2394	1000	2994
2395	1000	2995
2396	1001	2995
2397	1001	2994
2398	1002	2994
2399	1002	2993
2400	1002	2992
2401	1003	2991
2402	1003	2991
2403	1003	2990
2404	1004	2990
2405	1004	2990
2406	1005	2989
2407	1009	3002
2408	1012	3009
2409	1013	3008
2410	1013	3007
2411	1014	3007
2412	1014	3007
2413	1015	3008
2414	1016	3009
2415	1016	3008
2416	1017	3008
2417	1017	3009
2418	1018	3009
2419	1019	3009
2420	1020	3010
2421	1020	3009
2422	1020	3008
2423	1021	3009
2424	1021	3007
2425	1021	3007
2426	1022	3007
2427	1022	3007
2428	1023	3007
2429	1024	3007
2430	1024	3006
2431	1025	3008
2432	1026	3008
2433	1026	3008
2434	1027	3007
2435	1028	3009
2436	1028	3009
2437	1029	3008
2438	1029	3008
2439	1030	3008
2440	1030	3008
2441	1031	3008
2442	1031	3007
2443	1031	3007
2444	1032	3007
2445	1032	3006
2446	1033	3005
2447	1033	3004
2448	1033	3003
2449	1034	3003
2450	1034	3002
2451	1034	3001
2452	1034	3001
2453	1035	3000
2454	1035	2999
2455	1035	2998
2456	1036	2997
2457	1036	2997
2458	1037	2997
2459	1037	2996
2460	1037	2996
2461	1038	2997
2462	1039	2996
2463	1039	2995
2464	1039	2995
2465	1039	2993
2466	1040	2992
2467	1040	2991
2468	1040	2992
2469	1041	2991
2470	1041	2990
2471	1041	2989
2472	1042	2989
2473	1042	2988
2474	1042	2987
2475	1042	2986
2476	1043	2986
2477	1044	2986
2478	1044	2985
2479	1044	2985
2480	1045	2984
2481	1045	2983
2482	1045	2982
2483	1046	2983
2484	1046	2982
2485	1047	2982
2486	1047	2981
2487	1048	2982
2488	1048	2981
2489	1049	2981
2490	1049	2980
2491	1049	2979
2492	1049	2978
2493	1050	2979
2494	1051	2979
2495	1051	2978
2496	1051	2978
2497	1052	2977
2498	1052	2976
2499	1052	2975
2500	1052	2974
2501	1053	2973
2502	1053	2972
2503	1053	2971
2504	1053	2970
2505	1053	2968
2506	1054	2967
2507	1054	2966
2508	1054	2965
2509	1054	2964
2510	1054	2963
2511	1055	2962
2512	1055	2961
2513	1055	2960
2514	1055	2960
2515	1056	2959
2516	1056	2958
2517	1056	2957
2518	1056	2956
2519	1056	2955
2520	1057	2954
2521	1057	2953
2522	1057	2952
2523	1058	2953
2524	1059	2953
2525	1059	2952
2526	1060	2953
2527	1060	2952
2528	1061	2952
2529	1061	2952
2530	1061	2951
2531	1062	2950
2532	1062	2950
2533	1066	2958
2534	1066	2958
2535	1066	2957
2536	1067	2956
2537	1067	2956
2538	1067	2955
2539	1068	2954
2540	1068	2953
2541	1068	2952
2542	1068	2951
2543	1068	2950
2544	1069	2950
2545	1069	2948
2546	1069	2948
2547	1070	2947
2548	1070	2946
2549	1070	2945
2550	1070	2944
2551	1071	2943
2552	1071	2943
2553	1071	2942
2554	1071	2941
2555	1072	2940
2556	1072	2940
2557	1073	2941
2558	1074	2941
2559	1074	2940
2560	1074	2940
2561	1075	2939
2562	1075	2938
2563	1076	2939
2564	1076	2938
2565	1076	2937
2566	1079	2942
2567	1079	2942
2568	1080	2942
2569	1080	2942
2570	1084	2949
2571	1084	2948
2572	1084	2947
2573	1084	2947
2574	1085	2946
2575	1085	2945
2576	1085	2944
2577	1086	2945
2578	1087	2945
2579	1087	2945
2580	1088	2945
2581	1089	2946
2582	1090	2946
2583	1090	2945
2584	1090	2945
2585	1091	2944
2586	1091	2943
2587	1091	2942
2588	1091	2942
2589	1091	2940
2590	1091	2939
2591	1092	2938
2592	1092	2938
2593	1093	2938
2594	1093	2937
2595	1093	2936
2596	1093	2935
2597	1094	2935
2598	1095	2935
2599	1095	2935
2600	1096	2935
2601	1096	2935
2602	1097	2934
2603	1097	2935
2604	1098	2934
2605	1098	2933
2606	1098	2932
2607	1098	2931
2608	1099	2931
2609	1099	2930
2610	1099	2929
2611	1100	2928
2612	1100	2927
2613	1100	2927
2614	1100	2926
2615	1101	2925
2616	1101	2924
2617	1101	2923
2618	1101	2922
2619	1102	2921
2620	1102	2920
2621	1102	2919
2622	1102	2918
2623	1103	2918
2624	1103	2917
2625	1103	2917
2626	1104	2916
2627	1104	2916
2628	1104	2914
2629	1104	2913
2630	1105	2913
2631	1105	2912
2632	1105	2912
2633	1106	2911
2634	1107	2912
2635	1107	2911
2636	1107	2911
2637	1108	2910
2638	1108	2910
2639	1109	2910
2640	1109	2910
2641	1110	2909
2642	1110	2909
2643	1110	2908
2644	1110	2907
2645	1111	2906
2646	1111	2906
2647	1112	2906
2648	1112	2905
2649	1113	2904
2650	1113	2904
2651	1113	2903
2652	1113	2902
2653	1114	2901
2654	1114	2900
2655	1114	2899
2656	1115	2899
2657	1115	2899
2658	1115	2898
2659	1116	2899
2660	1117	2899
2661	1117	2898
2662	1117	2897
2663	1117	2896
2664	1118	2895
2665	1118	2893
2666	1118	2894
2667	1119	2894
2668	1119	2894
2669	1120	2893
2670	1120	2892
2671	1120	2891
2672	1120	2890
2673	1121	2890
2674	1121	2889
2675	1122	2889
2676	1122	2889
2677	1123	2889
2678	1123	2888
2679	1124	2888
2680	1124	2887
2681	1125	2888
2682	1125	2888
2683	1126	2887
2684	1126	2887
2685	1127	2887
2686	1127	2887
2687	1128	2888
2688	1129	2887
2689	1129	2887
2690	1129	2886
2691	1130	2886
2692	1130	2886
2693	1131	2885
2694	1131	2884
2695	1131	2883
2696	1132	2883
2697	1132	2883
2698	1133	2883
2699	1133	2883
2700	1134	2882
2701	1134	2883
2702	1136	2884
2703	1136	2884
2704	1137	2884
2705	1137	2884
2706	1140	2889
2707	1141	2889
2708	1141	2889
2709	1142	2889
2710	1142	2888
2711	1143	2889
2712	1143	2888
2713	1143	2887
2714	1144	2888
2715	1144	2887
2716	1144	2886
2717	1145	2885
2718	1145	2885
2719	1146	2884
2720	1146	2883
2721	1147	2884
2722	1147	2884
2723	1148	2885
2724	1149	2885
2725	1149	2884
2726	1149	2883
2727	1150	2883
2728	1151	2883
2729	1151	2883
2730	1152	2884
2731	1152	2883
2732	1152	2882
2733	1153	2882
2734	1153	2881
2735	1153	2880
2736	1154	2879
2737	1154	2880
2738	1155	2879
2739	1155	2878
2740	1156	2878
2741	1156	2878
2742	1159	2884
2743	1159	2883
2744	1160	2883
2745	1161	2883
2746	1161	2883
2747	1162	2883
2748	1162	2882
2749	1162	2882
2750	1163	2881
2751	1163	2880
2752	1163	2880
2753	1164	2879
2754	1164	2879
2755	1164	2878
2756	1165	2877
2757	1165	2877
2758	1165	2876
2759	1166	2875
2760	1166	2874
2761	1166	2874
2762	1167	2874
2763	1167	2873
2764	1168	2873
2765	1169	2874
2766	1169	2874
2767	1170	2874
2768	1170	2874
2769	1171	2874
2770	1172	2874
2771	1172	2874
2772	1173	2874
2773	1173	2873
2774	1174	2873
2775	1175	2874
2776	1175	2873
2777	1176	2874
2778	1176	2873
2779	1177	2873
2780	1177	2873
2781	1178	2872
2782	1178	2873
2783	1180	2876
2784	1181	2876
2785	1181	2875
2786	1181	2874
2787	1182	2874
2788	1182	2874
2789	1183	2874
2790	1184	2874
2791	1184	2873
2792	1184	2873
2793	1185	2873
2794	1185	2872
2795	1186	2871
2796	1186	2871
2797	1187	2871
2798	1187	2871
2799	1187	2870
2800	1188	2870
2801	1188	2869
2802	1189	2868
2803	1189	2868
2804	1189	2867
2805	1189	2866
2806	1190	2866
2807	1190	2866
2808	1191	2864
2809	1191	2864
2810	1191	2863
2811	1191	2862
2812	1192	2862
2813	1192	2861
2814	1193	2861
2815	1193	2861
2816	1193	2860
2817	1195	2862
2818	1195	2861
2819	1195	2860
2820	1196	2860
2821	1197	2861
2822	1197	2860
2823	1198	2860
2824	1198	2860
2825	1199	2859
2826	1199	2859
2827	1200	2859
2828	1200	2858
2829	1200	2858
2830	1201	2858
2831	1201	2857
2832	1201	2856
2833	1202	2855
2834	1202	2855
2835	1203	2856
2836	1204	2856
2837	1204	2856
2838	1207	2860
2839	1207	2859
2840	1207	2858
2841	1208	2858
2842	1208	2858
2843	1209	2859
2844	1210	2859
2845	1210	2858
2846	1211	2858
2847	1211	2858
2848	1212	2858
2849	1212	2858
2850	1213	2857
2851	1213	2857
2852	1214	2856
2853	1214	2856
2854	1215	2856
2855	1215	2855
2856	1215	2854
2857	1215	2854
2858	1216	2853
2859	1216	2852
2860	1216	2851
2861	1217	2851
2862	1217	2850
2863	1218	2850
2864	1218	2850
2865	1219	2850
2866	1219	2850
2867	1220	2849
2868	1220	2848
2869	1221	2850
2870	1221	2849
2871	1222	2848
2872	1222	2847
2873	1222	2847
2874	1223	2846
2875	1224	2847
2876	1224	2847
2877	1225	2847
2878	1225	2847
2879	1226	2846
2880	1226	2845
2881	1226	2845
2882	1227	2844
2883	1227	2844
2884	1228	2845
2885	1229	2845
2886	1230	2845
2887	1230	2845
2888	1231	2846
2889	1232	2846
2890	1232	2846
2891	1233	2845
2892	1233	2845
2893	1235	2847
2894	1237	2850
2895	1237	2849
2896	1237	2849
2897	1237	2848
2898	1238	2847
2899	1238	2847
2900	1239	2847
2901	1240	2847
2902	1240	2847
2903	1241	2847
2904	1241	2847
2905	1242	2847
2906	1242	2847
2907	1243	2847
2908	1243	2846
2909	1244	2846
2910	1245	2846
2911	1245	2846
2912	1246	2845
2913	1246	2845
2914	1247	2845
2915	1247	2845
2916	1248	2845
2917	1248	2845
2918	1249	2845
2919	1250	2845
2920	1251	2846
2921	1252	2848
2922	1253	2847
2923	1254	2848
2924	1254	2847
2925	1254	2847
2926	1255	2848
2927	1256	2847
2928	1256	2847
2929	1256	2846
2930	1257	2846
2931	1257	2846
2932	1258	2845
2933	1258	2844
2934	1258	2843
2935	1258	2842
2936	1259	2842
2937	1259	2841
2938	1260	2841
2939	1260	2840
2940	1260	2840
2941	1261	2840
2942	1262	2840
2943	1262	2840
2944	1262	2838
2945	1262	2837
2946	1263	2838
2947	1263	2836
2948	1263	2835
2949	1264	2834
2950	1264	2835
2951	1265	2834
2952	1265	2834
2953	1273	2850
2954	1273	2849
2955	1273	2848
2956	1274	2847
2957	1275	2849
2958	1275	2848
2959	1275	2847
2960	1276	2846
2961	1277	2847
2962	1277	2846
2963	1277	2845
2964	1278	2845
2965	1278	2844
2966	1278	2844
2967	1279	2845
2968	1280	2844
2969	1280	2843
2970	1280	2843
2971	1281	2842
2972	1281	2841
2973	1281	2841
2974	1281	2840
2975	1282	2839
2976	1282	2838
2977	1282	2837
2978	1282	2836
2979	1283	2836
2980	1283	2835
2981	1283	2834
2982	1283	2833
2983	1284	2833
2984	1285	2833
2985	1285	2832
2986	1286	2832
2987	1286	2832
2988	1286	2831
2989	1286	2830
2990	1287	2829
2991	1287	2828
2992	1287	2827
2993	1287	2826
2994	1287	2825
2995	1288	2824
2996	1288	2823
2997	1288	2822
2998	1288	2822
2999	1289	2821
3000	1289	2820
3001	1289	2819
3002	1290	2819
3003	1290	2818
3004	1290	2818
3005	1290	2817
3006	1291	2816
3007	1291	2815
3008	1291	2815
3009	1292	2814
3010	1292	2813
3011	1293	2813
3012	1293	2813
3013	1293	2812
3014	1294	2812
3015	1294	2811
3016	1294	2810
3017	1295	2810
3018	1295	2809
3019	1295	2808
3020	1296	2808
3021	1296	2808
3022	1297	2807
3023	1297	2806
3024	1297	2805
3025	1297	2804
3026	1297	2803
3027	1298	2803
3028	1298	2802
3029	1298	2801
3030	1298	2800
3031	1299	2799
3032	1299	2799
3033	1300	2799
3034	1300	2798
3035	1300	2797
3036	1301	2797
3037	1302	2798
3038	1303	2798
3039	1303	2798
3040	1304	2798
3041	1305	2799
3042	1305	2799
3043	1306	2798
3044	1306	2798
3045	1307	2798
3046	1307	2798
3047	1308	2798
3048	1310	2800
3049	1310	2799
3050	1310	2798
3051	1310	2797
3052	1311	2797
3053	1312	2798
3054	1312	2798
3055	1313	2798
3056	1313	2797
3057	1314	2797
3058	1314	2796
3059	1315	2795
3060	1315	2795
3061	1315	2795
3062	1316	2794
3063	1316	2794
3064	1317	2794
3065	1317	2793
3066	1318	2792
3067	1318	2792
3068	1319	2792
3069	1319	2792
3070	1320	2792
3071	1320	2792
3072	1321	2792
3073	1321	2791
3074	1322	2791
3075	1323	2791
3076	1323	2790
3077	1323	2790
3078	1324	2789
3079	1324	2788
3080	1324	2788
3081	1325	2787
3082	1325	2787
3083	1325	2786
3084	1327	2788
3085	1327	2788
3086	1329	2791
3087	1330	2791
3088	1332	2793
3089	1332	2792
3090	1332	2792
3091	1333	2792
3092	1334	2792
3093	1335	2794
3094	1336	2793
3095	1336	2793
3096	1337	2794
3097	1337	2793
3098	1338	2792
3099	1338	2791
3100	1338	2791
3101	1339	2791
3102	1339	2790
3103	1340	2790
3104	1340	2789
3105	1341	2789
3106	1341	2789
3107	1342	2788
3108	1343	2789
3109	1343	2789
3110	1344	2788
3111	1344	2787
3112	1344	2787
3113	1345	2786
3114	1345	2785
3115	1346	2787
3116	1346	2786
3117	1347	2786
3118	1348	2786
3119	1348	2786
3120	1349	2786
3121	1350	2786
3122	1350	2786
3123	1351	2785
3124	1351	2785
3125	1352	2785
3126	1352	2785
3127	1353	2786
3128	1353	2785
3129	1354	2784
3130	1355	2786
3131	1356	2786
3132	1356	2786
3133	1357	2786
3134	1358	2786
3135	1358	2785
3136	1358	2784
3137	1359	2784
3138	1360	2786
3139	1361	2786
3140	1361	2785
3141	1362	2784
3142	1362	2784
3143	1363	2785
3144	1363	2784
3145	1364	2784
3146	1364	2783
3147	1365	2783
3148	1366	2784
3149	1366	2783
3150	1367	2783
3151	1367	2782
3152	1367	2782
3153	1368	2781
3154	1368	2780
3155	1368	2780
3156	1369	2779
3157	1369	2778
3158	1369	2777
3159	1369	2776
3160	1370	2776
3161	1370	2776
3162	1370	2775
3163	1371	2775
3164	1371	2774
3165	1372	2773
3166	1372	2773
3167	1372	2772
3168	1373	2772
3169	1373	2771
3170	1374	2771
3171	1374	2770
3172	1375	2770
3173	1375	2770
3174	1375	2769
3175	1376	2769
3176	1376	2768
3177	1377	2768
3178	1377	2768
3179	1378	2768
3180	1379	2768
3181	1379	2767
3182	1379	2766
3183	1379	2765
3184	1380	2765
3185	1381	2765
3186	1381	2765
3187	1382	2765
3188	1382	2764
3189	1383	2764
3190	1383	2764
3191	1384	2763
3192	1384	2763
3193	1384	2762
3194	1385	2762
3195	1386	2762
3196	1386	2762
3197	1386	2761
3198	1387	2760
3199	1387	2759
3200	1388	2760
3201	1388	2759
3202	1388	2758
3203	1388	2757
3204	1388	2756
3205	1389	2755
3206	1390	2756
3207	1390	2755
3208	1390	2754
3209	1390	2753
3210	1390	2752
3211	1390	2751
3212	1391	2750
3213	1391	2750
3214	1392	2749
3215	1393	2751
3216	1394	2751
3217	1394	2750
3218	1395	2750
3219	1395	2749
3220	1395	2749
3221	1396	2750
3222	1397	2749
3223	1397	2748
3224	1397	2748
3225	1398	2747
3226	1398	2747
3227	1399	2747
3228	1399	2747
3229	1400	2746
3230	1401	2746
3231	1401	2746
3232	1401	2746
3233	1402	2745
3234	1402	2744
3235	1402	2744
3236	1403	2743
3237	1403	2743
3238	1404	2743
3239	1404	2743
3240	1405	2742
3241	1405	2742
3242	1406	2743
3243	1407	2742
3244	1407	2742
3245	1408	2741
3246	1408	2741
3247	1409	2741
3248	1409	2740
3249	1409	2739
3250	1409	2738
3251	1410	2737
3252	1410	2737
3253	1411	2737
3254	1411	2736
3255	1411	2735
3256	1411	2734
3257	1412	2734
3258	1412	2733
3259	1412	2732
3260	1413	2732
3261	1413	2731
3262	1413	2730
3263	1413	2729
3264	1414	2728
3265	1414	2728
3266	1414	2727
3267	1414	2726
3268	1414	2725
3269	1415	2724
3270	1415	2723
3271	1415	2722
3272	1416	2722
3273	1416	2722
3274	1416	2721
3275	1417	2721
3276	1417	2720
3277	1418	2720
3278	1418	2719
3279	1418	2718
3280	1418	2717
3281	1419	2717
3282	1419	2717
3283	1420	2716
3284	1420	2715
3285	1420	2714
3286	1421	2716
3287	1422	2715
3288	1423	2717
3289	1424	2717
3290	1425	2717
3291	1425	2717
3292	1426	2716
3293	1426	2715
3294	1426	2714
3295	1427	2714
3296	1427	2715
3297	1428	2714
3298	1428	2713
3299	1428	2712
3300	1429	2712
3301	1429	2712
3302	1430	2713
3303	1431	2712
3304	1431	2712
3305	1432	2712
3306	1433	2712
3307	1433	2711
3308	1433	2710
3309	1433	2709
3310	1435	2710
3311	1435	2710
3312	1435	2709
3313	1435	2708
3314	1435	2707
3315	1435	2706
3316	1436	2706
3317	1436	2705
3318	1437	2705
3319	1437	2705
3320	1438	2705
3321	1439	2705
3322	1439	2704
3323	1440	2704
3324	1441	2704
3325	1442	2705
3326	1442	2704
3327	1442	2704
3328	1442	2703
3329	1443	2702
3330	1443	2701
3331	1443	2701
3332	1444	2700
3333	1444	2700
3334	1445	2699
3335	1445	2699
3336	1446	2699
3337	1447	2699
3338	1447	2699
3339	1448	2700
3340	1449	2700
3341	1449	2699
3342	1451	2701
3343	1452	2702
3344	1453	2702
3345	1453	2701
3346	1453	2701
3347	1454	2700
3348	1454	2699
3349	1454	2699
3350	1455	2699
3351	1455	2699
3352	1456	2698
3353	1456	2698
3354	1457	2697
3355	1457	2697
3356	1458	2697
3357	1458	2696
3358	1459	2697
3359	1459	2696
3360	1461	2697
3361	1461	2696
3362	1461	2695
3363	1461	2694
3364	1461	2693
3365	1462	2694
3366	1462	2693
3367	1463	2692
3368	1463	2692
3369	1464	2691
3370	1464	2691
3371	1464	2690
3372	1464	2689
3373	1465	2688
3374	1466	2689
3375	1466	2688
3376	1466	2687
3377	1466	2686
3378	1467	2686
3379	1467	2686
3380	1468	2685
3381	1468	2685
3382	1469	2685
3383	1469	2685
3384	1470	2684
3385	1470	2684
3386	1471	2684
3387	1472	2684
3388	1472	2683
3389	1472	2683
3390	1473	2683
3391	1474	2684
3392	1475	2684
3393	1476	2684
3394	1476	2684
3395	1477	2684
3396	1478	2684
3397	1478	2684
3398	1479	2685
3399	1481	2686
3400	1481	2685
3401	1482	2685
3402	1482	2685
3403	1483	2685
3404	1484	2685
3405	1484	2685
3406	1486	2686
3407	1486	2686
3408	1487	2685
3409	1487	2684
3410	1487	2684
3411	1487	2683
3412	1488	2683
3413	1488	2682
3414	1490	2685
3415	1491	2684
3416	1491	2684
3417	1492	2684
3418	1496	2690
3419	1497	2691
3420	1499	2693
3421	1500	2693
3422	1500	2693
3423	1501	2692
3424	1501	2692
3425	1502	2692
3426	1502	2692
3427	1502	2691
3428	1503	2690
3429	1503	2689
3430	1503	2689
3431	1504	2688
3432	1504	2688
3433	1505	2687
3434	1505	2687
3435	1506	2686
3436	1506	2686
3437	1507	2686
3438	1507	2685
3439	1507	2684
3440	1508	2684
3441	1508	2684
3442	1509	2684
3443	1510	2684
3444	1511	2685
3445	1511	2684
3446	1513	2685
3447	1513	2685
3448	1514	2686
3449	1514	2685
3450	1515	2684
3451	1515	2683
3452	1515	2683
3453	1516	2682
3454	1516	2682
3455	1517	2682
3456	1517	2681
3457	1518	2681
3458	1518	2680
3459	1518	2679
3460	1518	2679
3461	1519	2678
3462	1519	2677
3463	1519	2676
3464	1519	2676
3465	1520	2675
3466	1520	2674
3467	1520	2673
3468	1520	2673
3469	1521	2672
3470	1521	2672
3471	1522	2671
3472	1522	2670
3473	1522	2670
3474	1523	2669
3475	1523	2669
3476	1523	2668
3477	1524	2668
3478	1524	2667
3479	1525	2667
3480	1526	2668
3481	1526	2667
3482	1527	2667
