iter	RMSE
213	0.3079041382
214	0.3013834085
215	0.2994234417
216	0.2994078483
217	0.2993945716
218	0.2993832675
219	0.297331422
220	0.2943991273
221	0.2928950543
222	0.2890807772
223	0.2890720439
224	0.2875012852
225	0.2850364999
226	0.2798163057
227	0.2763811216
228	0.2763768283
229	0.2750995185
230	0.2744214434
231	0.2726941835
232	0.2726940237
233	0.2709392724
234	0.269345638
235	0.2656235781
236	0.262398408
237	0.2601886545
238	0.2601828932
239	0.2581205874
240	0.2563811702
241	0.2563789652
242	0.2532438477
243	0.2515313632
244	0.2484781535
245	0.2482147387
246	0.248212656
247	0.2466372299
248	0.2461815631
249	0.2450292807
250	0.2448903048
251	0.2448859135
252	0.2415521897
253	0.2405871263
254	0.2370149144
255	0.2356956768
256	0.23076253
257	0.2301569367
258	0.2257092408
259	0.2215073777
260	0.2201527094
261	0.2196185553
262	0.2183755829
263	0.2158457312
264	0.2137245818
265	0.2137218283
266	0.2122676662
267	0.2105242089
268	0.2078494087
269	0.2073193768
270	0.2073172704
271	0.2057440849
272	0.204775738
273	0.202965599
274	0.2019591914
275	0.200225901
276	0.2002226043
277	0.1990308567
278	0.1961759859
279	0.1952415694
280	0.1942221607
281	0.1940322977
282	0.1918563897
283	0.1887223669
284	0.1887133967
285	0.1869299891
286	0.1863961748
287	0.1837728075
288	0.1821828593
289	0.1795286991
290	0.1785146
291	0.1760667017
292	0.1753200851
293	0.174108805
294	0.1740976672
295	0.173187182
296	0.1731799818
297	0.1708881915
298	0.1708818356
299	0.1686821939
300	0.1652608996
301	0.1630169889
302	0.1609173688
303	0.1592544114
304	0.1572823889
305	0.155307872
306	0.1546097982
307	0.1527856958
308	0.1512976159
309	0.1499026444
310	0.147961997
311	0.1479540625
312	0.1464482073
313	0.1461958507
314	0.1448129909
315	0.1448078269
316	0.1438448245
317	0.1431226276
318	0.1415006196
319	0.1388668615
320	0.1383332927
321	0.1360636512
322	0.1336294658
323	0.1329191033
324	0.1329153423
325	0.1329121402
326	0.1306436456
327	0.1299556713
328	0.129428788
329	0.1294216776
330	0.1292193275
331	0.1287360545
332	0.1283900977
333	0.126771965
334	0.1252181286
335	0.1248324633
336	0.1239235184
337	0.1239179911
338	0.123913285
339	0.1223135355
340	0.1223093606
341	0.121785002
342	0.1212278929
343	0.1196277098
344	0.1196237252
345	0.1192800094
346	0.1180775111
347	0.1180733851
348	0.1180698721
349	0.117208754
350	0.1166207678
351	0.1150651652
352	0.113604828
353	0.113514927
354	0.1124072329
355	0.1107502569
356	0.1092983993
357	0.1078701111
358	0.1072231335
359	0.1070413115
360	0.1060866089
361	0.1056125225
362	0.1054547017
363	0.1048058149
364	0.1041333101
365	0.1027659166
366	0.1022588646
367	0.1011313432
368	0.1008307656
369	0.09988619025
370	0.0998858436
371	0.09941744433
372	0.09916997096
373	0.09815026582
374	0.09715147796
375	0.0958757642
376	0.09579911077
377	0.09536068034
378	0.09382436361
379	0.09324049622
380	0.09324044675
381	0.09202402246
382	0.09106973413
383	0.09016835853
384	0.08910514097
385	0.08883907668
386	0.08862500884
387	0.08829176096
388	0.08829166666
389	0.0881143901
390	0.08674113514
391	0.08627242543
392	0.08536021039
393	0.08427016552
394	0.08374347161
395	0.08346979754
396	0.08302864989
397	0.08249302301
398	0.08186278775
399	0.08160134261
400	0.08074834685
401	0.08074580148
402	0.0804956463
403	0.07939197541
404	0.07844898407
405	0.07725108895
406	0.07628131286
407	0.07628012102
408	0.07595349223
409	0.07595287165
410	0.07582774957
411	0.07546077687
412	0.07534557663
413	0.07534438044
414	0.0749337787
415	0.07493345999
416	0.07457272813
417	0.07457248259
418	0.07457227354
419	0.07457209556
420	0.07457194402
421	0.07359272624
422	0.07359259892
423	0.07266748147
424	0.07190262711
425	0.07190257445
426	0.0715852609
427	0.07158525015
428	0.07087764093
429	0.07006256154
430	0.06934765993
431	0.0687304805
432	0.06843223744
433	0.0680664826
434	0.06718394414
435	0.06635633949
436	0.06562987811
437	0.06510611975
438	0.06470647765
439	0.06399675945
440	0.06399672951
441	0.06331204765
442	0.06260172673
443	0.06260171653
444	0.06248362636
445	0.06216544568
446	0.06197653668
447	0.0613654782
448	0.06100645477
449	0.06094354527
450	0.0605638236
451	0.05960832369
452	0.05926358716
453	0.0592628959
454	0.05842544353
455	0.05771349264
456	0.05722074616
457	0.05659098502
458	0.05616093326
459	0.05578724907
460	0.05578600353
461	0.05567277976
462	0.05561051734
463	0.0556092449
464	0.05551882961
465	0.05496848098
466	0.05465618573
467	0.05444673405
468	0.05420228529
469	0.05347486516
470	0.05309201254
471	0.05293748176
472	0.05293695369
473	0.0529365041
474	0.05274381911
475	0.05246152209
476	0.05215103708
477	0.05187356517
478	0.05166774454
479	0.05157260704
480	0.0515724726
481	0.05138395922
482	0.0512613911
483	0.05105960079
484	0.05037646834
485	0.05015266077
486	0.04998066454
487	0.04978201305
488	0.04933364629
489	0.04880447104
490	0.04846756418
491	0.04846756106
492	0.04797487775
493	0.04797487552
494	0.04732524757
495	0.04732518378
496	0.04670374816
497	0.04611223546
498	0.04558615249
499	0.04529383768
500	0.04507430116
501	0.04438727884
502	0.0443408854
503	0.044340882
504	0.04434087909
505	0.04423018813
506	0.04363650422
507	0.04355563329
508	0.0435556209
509	0.04334693879
510	0.04278093328
511	0.04278087252
512	0.04264115283
513	0.04208692681
514	0.04201929865
515	0.04143479133
516	0.04089034945
517	0.04074846205
518	0.04062920637
519	0.04018779208
520	0.03964614605
521	0.03917330663
522	0.03880294536
523	0.03850352788
524	0.03850352788
525	0.03792697793
526	0.03763692713
527	0.03733471942
528	0.03733448361
529	0.03728365004
530	0.03682076637
531	0.03659552575
532	0.03625983698
533	0.03625982526
534	0.03619836325
535	0.03577895106
536	0.03531232461
537	0.03486479322
538	0.03471350715
539	0.03464337312
540	0.03443210535
541	0.03416944174
542	0.0338424058
543	0.03329792395
544	0.03329785976
545	0.03284875537
546	0.03270251728
547	0.03270246263
548	0.03220972708
549	0.03213257495
550	0.03210025782
551	0.03202822717
552	0.03184446187
553	0.03171608535
554	0.03171607513
555	0.03171606642
556	0.03171605902
557	0.03147004957
558	0.03145230374
559	0.03145228624
560	0.03145227133
561	0.03113142062
562	0.03071849446
563	0.03038119986
564	0.02995173373
565	0.02995172409
566	0.02982583017
567	0.02956968229
568	0.02937934683
569	0.02937928204
570	0.02937922688
571	0.02920125487
572	0.02904452181
573	0.02877857087
574	0.02872202967
575	0.02872191015
576	0.02872180839
577	0.02872172175
578	0.02831688967
579	0.02826294375
580	0.02816552199
581	0.02778170449
582	0.02772064413
583	0.02772064059
584	0.02738900095
585	0.02711638178
586	0.0271163767
587	0.02711637237
588	0.02711636869
589	0.02697518621
590	0.02666915021
591	0.02662350487
592	0.02656684412
593	0.02656684381
594	0.02656684355
595	0.02629078764
596	0.02623687614
597	0.02618892633
598	0.02585034581
599	0.02574369861
600	0.02567588778
601	0.02534141013
602	0.0252284633
603	0.02509909736
604	0.02505018559
605	0.02505007835
606	0.02474395071
607	0.0244509125
608	0.02414343284
609	0.0236988849
610	0.02369864808
611	0.0233950845
612	0.02339494719
613	0.02327684138
614	0.02327678032
615	0.02296897387
616	0.02296891808
617	0.02264676595
618	0.02251284836
619	0.02251267625
620	0.02251252972
621	0.02251240496
622	0.02227865511
623	0.02199902181
624	0.02171022053
625	0.02147536019
626	0.02147534481
627	0.02147533171
628	0.02141564713
629	0.02110954006
630	0.02106113616
631	0.02090867377
632	0.02078478613
633	0.02072091258
634	0.02056528363
635	0.02056517968
636	0.02056509118
637	0.02041666635
638	0.02036060027
639	0.0203605348
640	0.02018886169
641	0.02005082316
642	0.02002530537
643	0.01975846741
644	0.01969784987
645	0.01956328054
646	0.01956313805
647	0.01956301674
648	0.01956291346
649	0.0194475112
650	0.01939513141
651	0.01939501779
652	0.01924605949
653	0.0191926949
654	0.01919267412
655	0.01911024078
656	0.01908320927
657	0.01904710494
658	0.01904710379
659	0.01898818711
660	0.01873910862
661	0.0187391086
662	0.01868535246
663	0.01843842931
664	0.018438428
665	0.01839455716
666	0.01815504635
667	0.01812001506
668	0.01809951515
669	0.01795818463
670	0.01790618961
671	0.0179061878
672	0.0176936834
673	0.0176936834
674	0.01766032203
675	0.01742130811
676	0.0171948943
677	0.01702503698
678	0.01684079437
679	0.01671269207
680	0.01643208468
681	0.01639791047
682	0.01639787532
683	0.01634261951
684	0.01610437219
685	0.01589445449
686	0.01581822964
687	0.01580617613
688	0.01571430597
689	0.01559738381
690	0.01548530599
691	0.01540612098
692	0.01527799145
693	0.01506376698
694	0.01486583824
695	0.01485705812
696	0.01466109084
697	0.01464035764
698	0.01451004713
699	0.01449131935
700	0.01437355322
701	0.01431787041
702	0.01431784491
703	0.0142752955
704	0.0142358058
705	0.0140717037
706	0.01401554959
707	0.01396777016
708	0.013786156
709	0.01366000683
710	0.01363439144
711	0.01353343915
712	0.01353343218
713	0.01345623842
714	0.01341671905
715	0.01324103725
716	0.01313566416
717	0.01313565794
718	0.0131260522
719	0.01306458159
720	0.01306458089
721	0.01296294217
722	0.01281115106
723	0.01271435205
724	0.01271435201
725	0.01271435197
726	0.01263193479
727	0.01258335352
728	0.0125655848
729	0.01240179882
730	0.01237508255
731	0.01237506668
732	0.01228996883
733	0.01226171222
734	0.01216722833
735	0.01200746012
736	0.01199279484
737	0.0119488047
738	0.01177555894
739	0.01164228372
740	0.01164228334
741	0.01162082886
742	0.0114750064
743	0.01146387176
744	0.01137589447
745	0.01133889491
746	0.01116788522
747	0.01104289507
748	0.01090834999
749	0.01088689233
750	0.01086574139
751	0.01083039227
752	0.01067141606
753	0.01067141418
754	0.01063096197
755	0.0105023103
756	0.01032899021
757	0.01026183377
758	0.0102618284
759	0.01011132222
760	0.01006145774
761	0.009929541602
762	0.009929537554
763	0.009856988304
764	0.009727470615
765	0.009598605535
766	0.009537049957
767	0.009464392868
768	0.00944380421
769	0.009314003607
770	0.009307892484
771	0.009230296361
772	0.009106892916
773	0.009048222078
774	0.009029284313
775	0.008967636025
776	0.008948717119
777	0.00888641309
778	0.008772120848
779	0.008696737881
780	0.008563129219
781	0.00847834761
782	0.008470544182
783	0.008433081674
784	0.008415135074
785	0.008328445621
786	0.00830223302
787	0.008285638899
788	0.008202732483
789	0.008145113285
790	0.008095945172
791	0.008085930314
792	0.007965259426
793	0.007904326007
794	0.007877335507
795	0.007816958196
796	0.007762194535
797	0.007762189279
798	0.007680651933
799	0.007652383421
800	0.007636539475
801	0.007536262684
802	0.0074181613
803	0.007330856694
804	0.007173707922
805	0.007173700568
806	0.007148868546
807	0.007102509966
808	0.007008991164
809	0.006925823669
810	0.006925820581
811	0.006925817953
812	0.006916532787
813	0.006853683259
814	0.006805363987
815	0.006805336024
816	0.006714107328
817	0.006665354286
818	0.006587477024
819	0.006578232381
820	0.006543844955
821	0.006521727254
822	0.006456675203
823	0.006431038071
824	0.006363034539
825	0.006269559157
826	0.006269502626
827	0.006188117644
828	0.006183598951
829	0.006149032241
830	0.006087687502
831	0.006048847371
832	0.006033281363
833	0.005954783435
834	0.005928288524
835	0.005903723529
836	0.005903696807
837	0.005889325152
838	0.005814232151
839	0.005773340166
840	0.00571014125
841	0.005710081122
842	0.005647602452
843	0.005636438818
844	0.005621296893
845	0.005609135094
846	0.005609101712
847	0.005537038675
848	0.005491118455
849	0.005464308066
850	0.005431540839
851	0.005367292783
852	0.005291825787
853	0.005243200914
854	0.00517443116
855	0.005174387098
856	0.0051062067
857	0.005083627625
858	0.005072767412
859	0.005053241463
860	0.005053213234
861	0.005015993182
862	0.005015984966
863	0.00501597797
864	0.00498093652
865	0.004923096069
866	0.004917792709
867	0.004884332371
868	0.004869746317
869	0.004826936994
870	0.004765089972
871	0.004756756232
872	0.00468672784
873	0.004627827382
874	0.004577103227
875	0.004526130626
876	0.004514145824
877	0.004499099701
878	0.004436436043
879	0.004422332098
880	0.00438269084
881	0.004364149787
882	0.004341447561
883	0.004313545113
884	0.004259604384
885	0.004259588731
886	0.004245551528
887	0.004205217427
888	0.004153363521
889	0.004153359016
890	0.00415335518
891	0.004148050766
892	0.004148042313
893	0.004094704634
894	0.004041191148
895	0.004002548245
896	0.003993778186
897	0.003941335157
898	0.003906416292
899	0.003883321291
900	0.003832363075
901	0.00379907507
902	0.003749188723
903	0.003728600214
904	0.003723711828
905	0.003693290157
906	0.003693285724
907	0.003663903625
908	0.003663897988
909	0.003627129868
910	0.003588437744
911	0.003588400787
912	0.003556588963
913	0.003551560709
914	0.003548221166
915	0.003506461263
916	0.003484266364
917	0.003484239341
918	0.003484216334
919	0.003454478373
920	0.003437134121
921	0.003413132887
922	0.003379535339
923	0.003379508866
924	0.00334241613
925	0.003298526255
926	0.00327312955
927	0.003263611781
928	0.003263593723
929	0.003238859491
930	0.003233275686
931	0.003195601992
932	0.003178671313
933	0.00316403296
934	0.003160385629
935	0.003119384984
936	0.003111163987
937	0.003108589421
938	0.003104482561
939	0.003101517688
940	0.003060641859
941	0.003020455065
942	0.003018129371
943	0.0030123263
944	0.003012320594
945	0.003012315735
946	0.003012311599
947	0.002982142082
948	0.002979683819
949	0.002971560241
950	0.002966146785
951	0.002926372412
952	0.002923346701
953	0.00288901091
954	0.002887458868
955	0.002856426752
956	0.002849727837
957	0.002841492122
958	0.002830523951
959	0.00282190522
960	0.002787544992
961	0.002787544287
962	0.002757865655
963	0.002754243374
964	0.002751307076
965	0.002714983633
966	0.002684913671
967	0.002666888889
968	0.002633393163
969	0.002631597321
970	0.00261313112
971	0.002578882233
972	0.002578876436
973	0.002578871501
974	0.002545136412
975	0.002514298018
976	0.002481282313
977	0.002479235899
978	0.002455126231
979	0.002451928935
980	0.002451928926
981	0.002448935215
982	0.002417041314
983	0.002414742774
984	0.002407997161
985	0.002378617487
986	0.002375700385
987	0.002366678091
988	0.002338736682
989	0.002325438214
990	0.002325435537
991	0.002299066448
992	0.002276092391
993	0.002268558064
994	0.002268549109
995	0.002239083546
996	0.002232781957
997	0.002225926923
998	0.002205303654
999	0.002178073789
1000	0.002169970937
1001	0.002146409163
1002	0.002132000962
1003	0.002123940415
1004	0.002110084778
1005	0.002108459989
1006	0.002102082048
1007	0.00210208178
1008	0.002099615849
1009	0.002092158074
1010	0.002066724841
1011	0.002066723933
1012	0.002059848094
1013	0.002056970337
1014	0.002032945315
1015	0.002004720123
1016	0.00200268502
1017	0.001975976719
1018	0.001975974911
1019	0.001951932656
1020	0.00194556966
1021	0.001945561292
1022	0.001936304082
1023	0.001919112294
1024	0.001899655046
1025	0.001883720502
1026	0.001870705387
1027	0.001853757909
1028	0.00185375133
1029	0.0018336381
1030	0.001833636787
1031	0.001833635669
1032	0.001824338145
1033	0.001824333794
1034	0.001823417854
1035	0.001823415705
1036	0.001821528531
1037	0.001810534749
1038	0.001786477017
1039	0.001768748239
1040	0.001745611721
1041	0.00172447815
1042	0.001724474698
1043	0.001707915681
1044	0.001705526625
1045	0.001690554864
1046	0.001669134411
1047	0.001666767851
1048	0.001666765878
1049	0.001646310091
1050	0.001637882698
1051	0.001637873735
1052	0.001636058481
1053	0.001615236482
1054	0.001615230826
1055	0.001601263142
1056	0.001580236664
1057	0.001559486288
1058	0.00154501365
1059	0.001521640196
1060	0.001505144301
1061	0.00150513931
1062	0.001503946193
1063	0.001499579623
1064	0.00147945576
1065	0.001479447093
1066	0.001479439714
1067	0.001479433431
1068	0.001462693345
1069	0.001451382181
1070	0.001433840282
1071	0.001417547344
1072	0.001411901976
1073	0.001392929201
1074	0.001392173954
1075	0.001390510243
1076	0.001381896596
1077	0.001364273343
1078	0.001349808733
1079	0.001335958274
1080	0.001322427782
1081	0.001305190776
1082	0.001288119405
1083	0.001271243778
1084	0.00126357928
1085	0.001256319593
1086	0.001254836639
1087	0.00125483135
1088	0.001238041867
1089	0.001233330242
1090	0.001217680491
1091	0.001212392154
1092	0.001212391969
1093	0.001210298025
1094	0.001201596894
1095	0.001192687611
1096	0.001182524958
1097	0.001181626751
1098	0.001173334306
1099	0.001173334301
1100	0.001173334296
1101	0.001167726417
1102	0.001164642943
1103	0.001160695271
1104	0.001156082968
1105	0.001156082506
1106	0.001149948905
1107	0.0011345832
1108	0.001124644592
1109	0.001113460242
1110	0.001113458435
1111	0.001099402894
1112	0.001092841022
1113	0.00107979479
1114	0.001077811815
1115	0.001062627546
1116	0.001060461085
1117	0.001046535977
1118	0.001040013538
1119	0.001031475696
1120	0.001026236944
1121	0.00102258494
1122	0.001022580997
1123	0.00102147669
1124	0.001011520835
1125	0.001011518615
1126	0.0009999366712
1127	0.0009999352468
1128	0.0009880267706
1129	0.0009804156088
1130	0.0009732811067
1131	0.0009642633526
1132	0.0009631781805
1133	0.0009502877196
1134	0.0009383027473
1135	0.0009326748621
1136	0.000927426474
1137	0.0009251662041
1138	0.000925160831
1139	0.0009139213855
1140	0.0009077253266
1141	0.0008968628165
1142	0.0008968614573
1143	0.000890036504
1144	0.0008877350873
1145	0.0008822126653
1146	0.0008712936075
1147	0.0008661048006
1148	0.00086610442
1149	0.000865374022
1150	0.0008539484011
1151	0.0008468373013
1152	0.0008386191449
1153	0.0008286950311
1154	0.0008286949653
1155	0.0008286949092
1156	0.0008272521205
1157	0.0008272520616
1158	0.0008243284831
1159	0.0008144744209
1160	0.0008041686772
1161	0.0007943112041
1162	0.0007906492289
1163	0.000781015192
1164	0.0007718580608
1165	0.0007718573624
1166	0.0007641399329
1167	0.0007622051341
1168	0.0007622042048
1169	0.0007595726535
1170	0.0007534557223
1171	0.0007436836167
1172	0.0007431990744
1173	0.0007353602422
1174	0.0007350402416
1175	0.0007263986035
1176	0.0007178322757
1177	0.0007178298286
1178	0.0007172003817
1179	0.0007075959985
1180	0.0007071205189
1181	0.0007039489667
1182	0.000703946683
1183	0.0006982266414
1184	0.0006911595433
1185	0.0006855184086
1186	0.0006812448506
1187	0.0006724938438
1188	0.0006646352713
1189	0.0006646309681
1190	0.0006616083448
1191	0.000659187096
1192	0.0006591864945
1193	0.0006591859823
1194	0.0006517211564
1195	0.0006517210839
1196	0.0006517210222
1197	0.0006488091169
1198	0.000648808862
1199	0.0006443017971
1200	0.0006357174637
1201	0.0006342967665
1202	0.000634296753
1203	0.0006318894191
1204	0.0006318893689
1205	0.0006239635605
1206	0.0006157814455
1207	0.0006137851357
1208	0.0006129313852
1209	0.0006077273947
1210	0.0006015890756
1211	0.0005956930906
1212	0.0005906206004
1213	0.0005832065902
1214	0.000580651473
1215	0.0005763159257
1216	0.0005701694016
1217	0.0005626824033
1218	0.0005623097322
1219	0.0005608383234
1220	0.0005579627605
1221	0.000552373086
1222	0.0005523730198
1223	0.0005519216196
1224	0.0005495614116
1225	0.0005488499835
1226	0.0005479112949
1227	0.0005407165719
1228	0.0005395510111
1229	0.0005340660111
1230	0.0005340658732
1231	0.0005301162292
1232	0.0005259988662
1233	0.0005212125488
1234	0.0005150610579
1235	0.0005150584267
1236	0.0005112896474
1237	0.0005048596449
1238	0.0005048566746
1239	0.0005017104385
1240	0.0005017076879
1241	0.0004949260199
1242	0.0004938034334
1243	0.0004938021891
1244	0.0004928068071
1245	0.0004921895373
1246	0.0004878424077
1247	0.0004866975697
1248	0.0004806484447
1249	0.0004788785313
1250	0.0004725345996
1251	0.0004660280973
1252	0.0004629107354
1253	0.0004629107304
1254	0.0004595921483
1255	0.00045849691
1256	0.0004584968279
1257	0.0004572751247
1258	0.0004560700189
1259	0.000455115764
1260	0.0004516521533
1261	0.0004516511803
1262	0.0004503652438
1263	0.0004458790118
1264	0.0004450322991
1265	0.0004445110433
1266	0.0004399706371
1267	0.0004381818956
1268	0.0004381780004
1269	0.0004323430388
1270	0.0004252692979
1271	0.0004196850093
1272	0.0004168023488
1273	0.0004147686765
1274	0.0004108209978
1275	0.0004054454221
1276	0.0004034502102
1277	0.0004002739714
1278	0.0003997682754
1279	0.0003997659042
1280	0.0003983927888
1281	0.0003938966254
1282	0.0003909395519
1283	0.000388700043
1284	0.0003836617612
1285	0.0003803929799
1286	0.0003753828721
1287	0.0003753820593
1288	0.0003705567943
1289	0.0003705561111
1290	0.0003665984225
1291	0.0003625009225
1292	0.0003622183412
1293	0.0003622173232
1294	0.0003575382757
1295	0.0003575376416
1296	0.0003575371018
1297	0.0003542676585
1298	0.0003496017166
1299	0.000346949329
1300	0.0003410895904
1301	0.000341088725
1302	0.0003397097416
1303	0.0003390031691
1304	0.0003376798535
1305	0.0003362844621
1306	0.0003362838787
1307	0.0003326902198
1308	0.0003283006854
1309	0.0003261967711
1310	0.0003227747233
1311	0.0003186147105
1312	0.0003175814017
1313	0.0003175803946
1314	0.0003158263949
1315	0.0003156624214
1316	0.000312631907
1317	0.000311475301
1318	0.0003112615489
1319	0.000308119118
1320	0.0003077890942
1321	0.0003076099834
1322	0.0003076093181
1323	0.0003076087517
1324	0.0003036324823
1325	0.0003033885939
1326	0.0003028426191
1327	0.0002976107197
1328	0.0002973590985
1329	0.0002973589806
1330	0.0002945741633
1331	0.0002912252572
1332	0.0002912251345
1333	0.0002909239634
1334	0.0002886148496
1335	0.0002849201526
1336	0.0002849200844
1337	0.0002849200264
1338	0.000284919977
1339	0.0002846156844
1340	0.000280878344
1341	0.0002793315793
1342	0.0002790440672
1343	0.0002747951578
1344	0.0002746385959
1345	0.0002743029628
1346	0.0002721400384
1347	0.0002697238558
1348	0.0002673352166
1349	0.0002643146072
1350	0.0002601189136
1351	0.0002601160159
1352	0.0002601135488
1353	0.0002601114483
1354	0.0002598782357
1355	0.00025717439
1356	0.000257173322
1357	0.0002537783594
1358	0.0002537775276
1359	0.0002531242567
1360	0.0002512548211
1361	0.0002512532024
1362	0.0002482594023
1363	0.0002482577292
1364	0.0002453763771
1365	0.0002450379319
1366	0.0002415511559
1367	0.0002373023948
1368	0.0002346355258
1369	0.0002315961387
1370	0.0002315950438
1371	0.000228854643
1372	0.0002258606923
1373	0.0002255080204
1374	0.0002252191714
1375	0.0002222217726
1376	0.000219350602
1377	0.0002185832057
1378	0.0002185831357
1379	0.0002158556987
1380	0.0002140348569
1381	0.0002114717861
1382	0.0002089871302
1383	0.0002071947926
1384	0.00020691454
1385	0.0002055821419
1386	0.0002055819388
1387	0.0002055817658
1388	0.000205346847
1389	0.0002053464325
1390	0.0002028922233
1391	0.0002005255851
1392	0.0001999237481
1393	0.0001999237341
1394	0.0001985595444
1395	0.0001983817072
1396	0.00019811019
1397	0.0001964241437
1398	0.0001951880606
1399	0.0001925068962
1400	0.0001902826347
1401	0.0001890337804
1402	0.0001886502514
1403	0.000186250683
1404	0.0001842153558
1405	0.000181770071
1406	0.0001817700661
1407	0.0001817700619
1408	0.0001803440323
1409	0.0001803439911
1410	0.0001783449508
1411	0.0001780646921
1412	0.0001768321368
1413	0.0001766795102
1414	0.0001766794389
1415	0.0001766793781
1416	0.0001761302172
1417	0.0001756568089
1418	0.000174952101
1419	0.0001724897642
1420	0.0001701815988
1421	0.0001680856748
1422	0.0001674405652
1423	0.0001674405605
1424	0.0001668194713
1425	0.0001668194487
1426	0.0001661084064
1427	0.0001639690763
1428	0.0001624188879
1429	0.0001602803831
1430	0.0001584851298
1431	0.0001567654692
1432	0.0001567653179
1433	0.0001567651892
1434	0.0001565554628
1435	0.0001564763792
1436	0.000156476218
1437	0.0001553626803
1438	0.0001539770611
1439	0.00015206911
1440	0.000150690867
1441	0.0001487121177
1442	0.0001467753255
1443	0.0001467753126
1444	0.0001467753015
1445	0.000145014539
1446	0.0001446226488
1447	0.0001430801801
1448	0.0001413509908
1449	0.000141350988
1450	0.0001399042963
1451	0.0001387133736
1452	0.0001386684906
1453	0.0001380663921
1454	0.0001380663418
1455	0.00013627232
1456	0.0001362722712
1457	0.0001347296414
1458	0.0001330694643
1459	0.0001321820314
1460	0.0001316917022
1461	0.0001299687987
1462	0.0001299686107
1463	0.0001293778706
1464	0.0001292546656
1465	0.0001291829908
1466	0.0001288156053
1467	0.000127145725
1468	0.0001267545669
1469	0.0001250381343
1470	0.0001244950459
1471	0.0001228309642
1472	0.0001214912598
1473	0.0001203711104
1474	0.0001188458025
