iter	RMSE
1475	0.0001185544003
1476	0.0001184729434
1477	0.000117133673
1478	0.0001171334393
1479	0.0001168330868
1480	0.0001167533493
1481	0.0001167528982
1482	0.0001167525141
1483	0.0001166908308
1484	0.000115981294
1485	0.0001149313594
1486	0.0001149313594
1487	0.00011345435
1488	0.0001122809655
1489	0.0001106360704
1490	0.0001096187909
1491	0.0001096187887
1492	0.0001084309818
1493	0.0001080565222
1494	0.0001077205809
1495	0.00010627865
1496	0.000106278554
1497	0.0001050373275
1498	0.0001048349671
1499	0.0001038525257
1500	0.0001030152342
1501	0.0001022262267
1502	0.0001010458284
1503	0.0001010455623
1504	9.971789391e-05
1505	9.917301614e-05
1506	9.829498679e-05
1507	9.752200688e-05
1508	9.630061814e-05
1509	9.630055084e-05
1510	9.588264671e-05
1511	9.588263173e-05
1512	9.534377874e-05
1513	9.469827495e-05
1514	9.369777945e-05
1515	9.35319561e-05
1516	9.353195416e-05
1517	9.353195251e-05
1518	9.34901239e-05
1519	9.242713195e-05
1520	9.130013197e-05
1521	9.001321451e-05
1522	8.986041262e-05
1523	8.881159365e-05
1524	8.756811291e-05
1525	8.647541413e-05
1526	8.556162173e-05
1527	8.4616015e-05
1528	8.421925812e-05
1529	8.400946932e-05
1530	8.364833969e-05
1531	8.341443303e-05
1532	8.341435319e-05
1533	8.26350405e-05
1534	8.263499496e-05
1535	8.185174353e-05
1536	8.175995973e-05
1537	8.067280338e-05
1538	7.943831499e-05
1539	7.943827635e-05
1540	7.925500114e-05
1541	7.892944117e-05
1542	7.892939802e-05
1543	7.861707359e-05
1544	7.823448641e-05
1545	7.736867771e-05
1546	7.716163885e-05
1547	7.659444328e-05
1548	7.659440891e-05
1549	7.620120025e-05
1550	7.553290885e-05
1551	7.484843721e-05
1552	7.484839353e-05
1553	7.484835634e-05
1554	7.400275222e-05
1555	7.327337216e-05
1556	7.26255181e-05
1557	7.233445182e-05
1558	7.233423603e-05
1559	7.20120092e-05
1560	7.122837395e-05
1561	7.037338136e-05
1562	6.944568253e-05
1563	6.884425111e-05
1564	6.841170084e-05
1565	6.751565042e-05
1566	6.662909011e-05
1567	6.57569979e-05
1568	6.498213644e-05
1569	6.446700571e-05
1570	6.363612274e-05
1571	6.350424768e-05
1572	6.341723668e-05
1573	6.258399503e-05
1574	6.207744002e-05
1575	6.155227478e-05
1576	6.155166775e-05
1577	6.155115092e-05
1578	6.155071089e-05
1579	6.120582056e-05
1580	6.074950111e-05
1581	6.074940951e-05
1582	5.993923619e-05
1583	5.967855005e-05
1584	5.967824233e-05
1585	5.967798034e-05
1586	5.944907315e-05
1587	5.868731721e-05
1588	5.844742486e-05
1589	5.807099628e-05
1590	5.80709231e-05
1591	5.799537739e-05
1592	5.785471044e-05
1593	5.719885566e-05
1594	5.648194559e-05
1595	5.607534898e-05
1596	5.563609658e-05
1597	5.545632163e-05
1598	5.47235672e-05
1599	5.38713024e-05
1600	5.340070609e-05
1601	5.332346618e-05
1602	5.277853639e-05
1603	5.277853625e-05
1604	5.221310132e-05
1605	5.159036213e-05
1606	5.11770098e-05
1607	5.113905571e-05
1608	5.088644561e-05
1609	5.045248611e-05
1610	5.038020399e-05
1611	5.033683838e-05
1612	4.98615e-05
1613	4.983329493e-05
1614	4.944707072e-05
1615	4.927954722e-05
1616	4.896824902e-05
1617	4.874643265e-05
1618	4.845872188e-05
1619	4.843734949e-05
1620	4.833784414e-05
1621	4.828540127e-05
1622	4.828535773e-05
1623	4.787582469e-05
1624	4.734079291e-05
1625	4.734076817e-05
1626	4.702758579e-05
1627	4.656973445e-05
1628	4.625372371e-05
1629	4.588816287e-05
1630	4.52783482e-05
1631	4.522779951e-05
1632	4.522779323e-05
1633	4.498748336e-05
1634	4.442398524e-05
1635	4.442398516e-05
1636	4.389358273e-05
1637	4.384853727e-05
1638	4.353569566e-05
1639	4.31921039e-05
1640	4.264956894e-05
1641	4.209861624e-05
1642	4.209860278e-05
1643	4.159197766e-05
1644	4.096235851e-05
1645	4.04468981e-05
1646	4.044688541e-05
1647	4.040100263e-05
1648	4.040099499e-05
1649	4.035488986e-05
1650	4.035488032e-05
1651	4.018898257e-05
1652	3.963257887e-05
1653	3.913991238e-05
1654	3.885420749e-05
1655	3.86082794e-05
1656	3.860819093e-05
1657	3.81184563e-05
1658	3.811834559e-05
1659	3.793200857e-05
1660	3.793194369e-05
1661	3.783715675e-05
1662	3.741125491e-05
1663	3.736104236e-05
1664	3.733601118e-05
1665	3.688530354e-05
1666	3.67901126e-05
1667	3.658819787e-05
1668	3.658819777e-05
1669	3.622477374e-05
1670	3.6189415e-05
1671	3.589024859e-05
1672	3.560380322e-05
1673	3.54772575e-05
1674	3.541361698e-05
1675	3.495077716e-05
1676	3.490399771e-05
1677	3.490396899e-05
1678	3.45950204e-05
1679	3.433642315e-05
1680	3.419731903e-05
1681	3.40834044e-05
1682	3.39912882e-05
1683	3.399116727e-05
1684	3.34778631e-05
1685	3.337561043e-05
1686	3.313506473e-05
1687	3.307621978e-05
1688	3.307609031e-05
1689	3.29785208e-05
1690	3.277042385e-05
1691	3.277025911e-05
1692	3.273374187e-05
1693	3.252305065e-05
1694	3.210643786e-05
1695	3.181112548e-05
1696	3.139511927e-05
1697	3.132829939e-05
1698	3.126005069e-05
1699	3.098263802e-05
1700	3.098237127e-05
1701	3.095056305e-05
1702	3.095024803e-05
1703	3.09282617e-05
1704	3.066955577e-05
1705	3.028074377e-05
1706	2.988395357e-05
1707	2.988351188e-05
1708	2.978254073e-05
1709	2.975222398e-05
1710	2.946920477e-05
1711	2.933263885e-05
1712	2.933215557e-05
1713	2.933174411e-05
1714	2.89918431e-05
1715	2.880251852e-05
1716	2.861379809e-05
1717	2.861357857e-05
1718	2.840620618e-05
1719	2.824766508e-05
1720	2.796069822e-05
1721	2.792458137e-05
1722	2.765082843e-05
1723	2.765060072e-05
1724	2.736639124e-05
1725	2.736616251e-05
1726	2.733424896e-05
1727	2.724377886e-05
1728	2.689018649e-05
1729	2.689004014e-05
1730	2.688991555e-05
1731	2.653681917e-05
1732	2.627848997e-05
1733	2.598348887e-05
1734	2.598344008e-05
1735	2.598339855e-05
1736	2.575811529e-05
1737	2.575809629e-05
1738	2.575808011e-05
1739	2.570164414e-05
1740	2.537706495e-05
1741	2.527997693e-05
1742	2.524136687e-05
1743	2.491328579e-05
1744	2.484281853e-05
1745	2.484281803e-05
1746	2.478734442e-05
1747	2.478733437e-05
1748	2.47873258e-05
1749	2.44585301e-05
1750	2.412103995e-05
1751	2.394023105e-05
1752	2.367609782e-05
1753	2.362480871e-05
1754	2.359880199e-05
1755	2.351400762e-05
1756	2.326747341e-05
1757	2.296635617e-05
1758	2.290490767e-05
1759	2.260782335e-05
1760	2.260772201e-05
1761	2.230573615e-05
1762	2.227073535e-05
1763	2.20755167e-05
1764	2.189410571e-05
1765	2.165946532e-05
1766	2.153353332e-05
1767	2.153350013e-05
1768	2.132008011e-05
1769	2.129869817e-05
1770	2.117132321e-05
1771	2.102143844e-05
1772	2.074001219e-05
1773	2.065275945e-05
1774	2.065275351e-05
1775	2.060354187e-05
1776	2.048786999e-05
1777	2.039229104e-05
1778	2.028772317e-05
1779	2.006928587e-05
1780	1.97979967e-05
1781	1.954761281e-05
1782	1.954761253e-05
1783	1.944231686e-05
1784	1.930889196e-05
1785	1.929040374e-05
1786	1.912953992e-05
1787	1.898964477e-05
1788	1.880318627e-05
1789	1.865058031e-05
1790	1.840666729e-05
1791	1.826444474e-05
1792	1.81332439e-05
1793	1.789513297e-05
1794	1.787686882e-05
1795	1.771061302e-05
1796	1.76236226e-05
1797	1.762358326e-05
1798	1.762354977e-05
1799	1.750496226e-05
1800	1.74787337e-05
1801	1.747871703e-05
1802	1.738373936e-05
1803	1.736968226e-05
1804	1.734369589e-05
1805	1.734367991e-05
1806	1.72989467e-05
1807	1.717853215e-05
1808	1.717851106e-05
1809	1.71423912e-05
1810	1.693365413e-05
1811	1.67953309e-05
1812	1.675621577e-05
1813	1.67372705e-05
1814	1.671529848e-05
1815	1.65849254e-05
1816	1.634460003e-05
1817	1.618221268e-05
1818	1.604959137e-05
1819	1.602616616e-05
1820	1.581413942e-05
1821	1.570481119e-05
1822	1.570480681e-05
1823	1.556386303e-05
1824	1.549270704e-05
1825	1.546891561e-05
1826	1.545901193e-05
1827	1.530774267e-05
1828	1.530770376e-05
1829	1.510348013e-05
1830	1.502056778e-05
1831	1.493907514e-05
1832	1.487925957e-05
1833	1.471684939e-05
1834	1.468943423e-05
1835	1.449999088e-05
1836	1.429740183e-05
1837	1.426820088e-05
1838	1.407937458e-05
1839	1.389449575e-05
1840	1.387661998e-05
1841	1.381465329e-05
1842	1.380545358e-05
1843	1.368468321e-05
1844	1.367097191e-05
1845	1.349145588e-05
1846	1.347216966e-05
1847	1.347216944e-05
1848	1.337862261e-05
1849	1.32046821e-05
1850	1.302995505e-05
1851	1.302995472e-05
1852	1.302995443e-05
1853	1.300941547e-05
1854	1.295496802e-05
1855	1.278512339e-05
1856	1.274871279e-05
1857	1.260682216e-05
1858	1.244158574e-05
1859	1.238666321e-05
1860	1.237040553e-05
1861	1.234391741e-05
1862	1.234391653e-05
1863	1.230258315e-05
1864	1.228198816e-05
1865	1.213624162e-05
1866	1.206926852e-05
1867	1.198258379e-05
1868	1.198256595e-05
1869	1.196572649e-05
1870	1.180426738e-05
1871	1.174775689e-05
1872	1.159945845e-05
1873	1.144657241e-05
1874	1.132929044e-05
1875	1.11987847e-05
1876	1.11987841e-05
1877	1.109097193e-05
1878	1.099836693e-05
1879	1.093303627e-05
1880	1.088445795e-05
1881	1.08763453e-05
1882	1.08451598e-05
1883	1.070275003e-05
1884	1.058146797e-05
1885	1.058146493e-05
1886	1.050194976e-05
1887	1.036829975e-05
1888	1.023615618e-05
1889	1.023429822e-05
1890	1.023429279e-05
1891	1.02188647e-05
1892	1.018562577e-05
1893	1.012211151e-05
1894	1.004039943e-05
1895	1.004039441e-05
1896	1.002891293e-05
1897	1.000143403e-05
1898	9.865919494e-06
1899	9.783142774e-06
1900	9.656484784e-06
1901	9.535086712e-06
1902	9.527645084e-06
1903	9.527643358e-06
1904	9.453985421e-06
1905	9.382692053e-06
1906	9.270018131e-06
1907	9.18090269e-06
1908	9.163793545e-06
1909	9.043575278e-06
1910	8.925162259e-06
1911	8.819276182e-06
1912	8.706964922e-06
1913	8.679701736e-06
1914	8.679700913e-06
1915	8.631281538e-06
1916	8.631276451e-06
1917	8.588535077e-06
1918	8.538143432e-06
1919	8.538142886e-06
1920	8.499393943e-06
1921	8.44495274e-06
1922	8.417984966e-06
1923	8.391649575e-06
1924	8.391645983e-06
1925	8.370222267e-06
1926	8.27283927e-06
1927	8.228711431e-06
1928	8.177857097e-06
1929	8.070499682e-06
1930	8.00997751e-06
1931	7.918784148e-06
1932	7.819391658e-06
1933	7.819385291e-06
1934	7.73848729e-06
1935	7.738479165e-06
1936	7.650027023e-06
1937	7.626259709e-06
1938	7.582415247e-06
1939	7.522795911e-06
1940	7.469295079e-06
1941	7.398044823e-06
1942	7.300138566e-06
1943	7.294678141e-06
1944	7.195867868e-06
1945	7.190039191e-06
1946	7.190034356e-06
1947	7.190030239e-06
1948	7.186682564e-06
1949	7.115826663e-06
1950	7.0815726e-06
1951	7.075086055e-06
1952	7.006320723e-06
1953	7.006319518e-06
1954	7.006318493e-06
1955	6.919342645e-06
1956	6.915287541e-06
1957	6.915285349e-06
1958	6.858240241e-06
1959	6.792771245e-06
1960	6.756409081e-06
1961	6.730829252e-06
1962	6.72477598e-06
1963	6.684414379e-06
1964	6.670631178e-06
1965	6.615248901e-06
1966	6.590982211e-06
1967	6.550952447e-06
1968	6.484316189e-06
1969	6.414322725e-06
1970	6.38986237e-06
1971	6.305396026e-06
1972	6.25186641e-06
1973	6.245424379e-06
1974	6.245407548e-06
1975	6.163181858e-06
1976	6.111157529e-06
1977	6.077753914e-06
1978	5.999379148e-06
1979	5.979440389e-06
1980	5.925165962e-06
1981	5.925126106e-06
1982	5.925092173e-06
1983	5.925063283e-06
1984	5.853957811e-06
1985	5.842685132e-06
1986	5.836594647e-06
1987	5.833965653e-06
1988	5.809116939e-06
1989	5.733508367e-06
1990	5.722072103e-06
1991	5.703165219e-06
1992	5.653661512e-06
1993	5.649455538e-06
1994	5.578487465e-06
1995	5.506101838e-06
1996	5.438625808e-06
1997	5.438547576e-06
1998	5.386660656e-06
1999	5.368234808e-06
2000	5.297172393e-06
2001	5.228626733e-06
2002	5.223274874e-06
2003	5.1546871e-06
2004	5.128129379e-06
2005	5.068779981e-06
2006	5.068767068e-06
2007	5.012152662e-06
2008	4.957271462e-06
2009	4.957263289e-06
2010	4.892168561e-06
2011	4.892161694e-06
2012	4.887229425e-06
2013	4.852616349e-06
2014	4.852615064e-06
2015	4.783742764e-06
2016	4.732125032e-06
2017	4.732124035e-06
2018	4.689455576e-06
2019	4.639158629e-06
2020	4.633626387e-06
2021	4.631418701e-06
2022	4.57014915e-06
2023	4.560685995e-06
2024	4.560685428e-06
2025	4.52798203e-06
2026	4.527981899e-06
2027	4.513403956e-06
2028	4.513394179e-06
2029	4.498116623e-06
2030	4.480186725e-06
2031	4.436369802e-06
2032	4.431496242e-06
2033	4.426974773e-06
2034	4.370909063e-06
2035	4.370901284e-06
2036	4.313506183e-06
2037	4.310575879e-06
2038	4.308720545e-06
2039	4.308704681e-06
2040	4.262724325e-06
2041	4.230331519e-06
2042	4.183996336e-06
2043	4.162430636e-06
2044	4.148578786e-06
2045	4.103946155e-06
2046	4.046120381e-06
2047	4.046120322e-06
2048	4.010276334e-06
2049	3.989174994e-06
2050	3.989174991e-06
2051	3.989174988e-06
2052	3.985685363e-06
2053	3.943515678e-06
2054	3.91685366e-06
2055	3.903147408e-06
2056	3.903143419e-06
2057	3.865206926e-06
2058	3.830423924e-06
2059	3.797815957e-06
2060	3.7568599e-06
2061	3.756858045e-06
2062	3.728604461e-06
2063	3.728603404e-06
2064	3.723667914e-06
2065	3.679737257e-06
2066	3.654522095e-06
2067	3.651161793e-06
2068	3.644066523e-06
2069	3.644066518e-06
2070	3.617860827e-06
2071	3.583700709e-06
2072	3.583700251e-06
2073	3.54394751e-06
2074	3.543947259e-06
2075	3.533191195e-06
2076	3.521551626e-06
2077	3.48992127e-06
2078	3.489905308e-06
2079	3.461248057e-06
2080	3.455424395e-06
2081	3.40392389e-06
2082	3.400553108e-06
2083	3.400551527e-06
2084	3.374559382e-06
2085	3.329201286e-06
2086	3.317940659e-06
2087	3.275061349e-06
2088	3.275060973e-06
2089	3.249716696e-06
2090	3.24971668e-06
2091	3.226831668e-06
2092	3.19429781e-06
2093	3.178106549e-06
2094	3.141170328e-06
2095	3.13306835e-06
2096	3.094281028e-06
2097	3.094272298e-06
2098	3.094264866e-06
2099	3.074454715e-06
2100	3.074447749e-06
2101	3.065297608e-06
2102	3.024518646e-06
2103	3.00414943e-06
2104	2.979276108e-06
2105	2.979264021e-06
2106	2.979253731e-06
2107	2.960891009e-06
2108	2.949614507e-06
2109	2.949608945e-06
2110	2.934324395e-06
2111	2.896692056e-06
2112	2.896689324e-06
2113	2.893815725e-06
2114	2.893814427e-06
2115	2.860000587e-06
2116	2.859999102e-06
2117	2.835010219e-06
2118	2.826647957e-06
2119	2.804598146e-06
2120	2.774255006e-06
2121	2.774251524e-06
2122	2.75629821e-06
2123	2.734553552e-06
2124	2.692369487e-06
2125	2.683459958e-06
2126	2.658055464e-06
2127	2.623700714e-06
2128	2.595308917e-06
2129	2.592390506e-06
2130	2.557385927e-06
2131	2.535264393e-06
2132	2.535260025e-06
2133	2.520623776e-06
2134	2.52062185e-06
2135	2.491097558e-06
2136	2.453832175e-06
2137	2.446030466e-06
2138	2.443841142e-06
2139	2.426764421e-06
2140	2.404485664e-06
2141	2.404484549e-06
2142	2.397568705e-06
2143	2.397568196e-06
2144	2.378017617e-06
2145	2.352065997e-06
2146	2.33070825e-06
2147	2.300617179e-06
2148	2.260628302e-06
2149	2.243408884e-06
2150	2.243406793e-06
2151	2.243405013e-06
2152	2.220274643e-06
2153	2.204435475e-06
2154	2.174628082e-06
2155	2.174626401e-06
2156	2.17462497e-06
2157	2.170112083e-06
2158	2.153305404e-06
2159	2.136601117e-06
2160	2.120469937e-06
2161	2.113893601e-06
2162	2.113891613e-06
2163	2.102523036e-06
2164	2.087486303e-06
2165	2.075838788e-06
2166	2.067784242e-06
2167	2.067783534e-06
2168	2.067782931e-06
2169	2.067782418e-06
2170	2.061501548e-06
2171	2.054578575e-06
2172	2.039211447e-06
2173	2.024228597e-06
2174	2.017172681e-06
2175	2.005278005e-06
2176	1.982195534e-06
2177	1.957050366e-06
2178	1.945199122e-06
2179	1.933264608e-06
2180	1.905984273e-06
2181	1.881523008e-06
2182	1.881521792e-06
2183	1.871765888e-06
2184	1.856348615e-06
2185	1.856348558e-06
2186	1.856348509e-06
2187	1.854153305e-06
2188	1.844136382e-06
2189	1.820055209e-06
2190	1.796205414e-06
2191	1.796203965e-06
2192	1.792231212e-06
2193	1.771864207e-06
2194	1.767016429e-06
2195	1.74265281e-06
2196	1.71936747e-06
2197	1.719367418e-06
2198	1.716124713e-06
2199	1.700744324e-06
2200	1.696317798e-06
2201	1.687851843e-06
2202	1.669182077e-06
2203	1.647675472e-06
2204	1.647674687e-06
2205	1.647674019e-06
2206	1.64767345e-06
2207	1.647672965e-06
2208	1.625127005e-06
2209	1.603867913e-06
2210	1.586264641e-06
2211	1.574596819e-06
2212	1.569056967e-06
2213	1.569051036e-06
2214	1.55127154e-06
2215	1.531251025e-06
2216	1.528349857e-06
2217	1.508349739e-06
2218	1.508343241e-06
2219	1.508337708e-06
2220	1.499246149e-06
2221	1.479407311e-06
2222	1.465297636e-06
2223	1.465291912e-06
2224	1.461401428e-06
2225	1.461396013e-06
2226	1.461391402e-06
2227	1.448017954e-06
2228	1.448012547e-06
2229	1.448007943e-06
2230	1.446311229e-06
2231	1.444975637e-06
2232	1.439768579e-06
2233	1.431165519e-06
2234	1.418102783e-06
2235	1.396472076e-06
2236	1.394925675e-06
2237	1.391552455e-06
2238	1.391551752e-06
2239	1.390319788e-06
2240	1.38978636e-06
2241	1.387011216e-06
2242	1.387011163e-06
2243	1.382059088e-06
2244	1.379979688e-06
2245	1.364154438e-06
2246	1.364154425e-06
2247	1.354091465e-06
2248	1.354091297e-06
2249	1.336821969e-06
2250	1.320168643e-06
2251	1.31495339e-06
2252	1.314327161e-06
2253	1.30191214e-06
2254	1.300000369e-06
2255	1.28291049e-06
2256	1.27742502e-06
2257	1.260191861e-06
2258	1.243770168e-06
2259	1.227499142e-06
2260	1.226031943e-06
2261	1.220691472e-06
2262	1.220690701e-06
2263	1.216335436e-06
2264	1.216332703e-06
2265	1.216330376e-06
2266	1.200358521e-06
2267	1.185641562e-06
2268	1.16978235e-06
2269	1.149391079e-06
2270	1.148351226e-06
2271	1.141666618e-06
2272	1.141051374e-06
2273	1.1337429e-06
2274	1.127307122e-06
2275	1.111984883e-06
2276	1.111983007e-06
2277	1.110865639e-06
2278	1.099421478e-06
2279	1.097615468e-06
2280	1.096368365e-06
2281	1.096366204e-06
2282	1.086671058e-06
2283	1.083317052e-06
2284	1.071336696e-06
2285	1.068581992e-06
2286	1.065855562e-06
2287	1.062467165e-06
2288	1.054158937e-06
2289	1.053410715e-06
2290	1.046346306e-06
2291	1.044979963e-06
2292	1.036301613e-06
2293	1.02259088e-06
2294	1.022586906e-06
2295	1.021269776e-06
2296	1.017068856e-06
2297	1.010600339e-06
2298	1.003244206e-06
2299	9.944655225e-07
2300	9.831268928e-07
2301	9.702172745e-07
2302	9.670894975e-07
2303	9.543728528e-07
2304	9.501496332e-07
2305	9.376730453e-07
2306	9.361309974e-07
2307	9.317867075e-07
2308	9.304117923e-07
2309	9.276458068e-07
2310	9.154647207e-07
2311	9.024100184e-07
2312	8.949718674e-07
2313	8.873869605e-07
2314	8.873866743e-07
2315	8.825616215e-07
2316	8.800910578e-07
2317	8.766461273e-07
2318	8.752200777e-07
2319	8.690498122e-07
2320	8.613345449e-07
2321	8.613345355e-07
2322	8.589714679e-07
2323	8.546389507e-07
2324	8.478364271e-07
2325	8.343971654e-07
2326	8.343939627e-07
2327	8.343912359e-07
2328	8.319140842e-07
2329	8.23597305e-07
2330	8.145232548e-07
2331	8.038276016e-07
2332	7.973713689e-07
2333	7.916298771e-07
2334	7.885838082e-07
2335	7.815007289e-07
2336	7.815007194e-07
2337	7.746063415e-07
2338	7.678533726e-07
2339	7.640426219e-07
2340	7.640426219e-07
2341	7.629781899e-07
2342	7.579538807e-07
2343	7.521357519e-07
2344	7.460994454e-07
2345	7.401609687e-07
2346	7.345845626e-07
2347	7.345844526e-07
2348	7.324007058e-07
2349	7.277652327e-07
2350	7.277650334e-07
2351	7.277648637e-07
2352	7.182180731e-07
2353	7.1821793e-07
2354	7.096103563e-07
2355	7.072446304e-07
2356	7.068773888e-07
2357	7.044259104e-07
2358	7.035416935e-07
2359	6.929268872e-07
2360	6.928553791e-07
2361	6.893776538e-07
2362	6.834181469e-07
2363	6.822188964e-07
2364	6.811752133e-07
2365	6.72323188e-07
2366	6.708826808e-07
2367	6.682702417e-07
2368	6.643787633e-07
2369	6.643784591e-07
2370	6.611802871e-07
2371	6.542190407e-07
2372	6.498935267e-07
2373	6.498923543e-07
2374	6.498913562e-07
2375	6.426502753e-07
2376	6.400965459e-07
2377	6.358469623e-07
2378	6.273138575e-07
2379	6.273134682e-07
2380	6.265824361e-07
2381	6.18213086e-07
2382	6.105037343e-07
2383	6.053701461e-07
2384	5.973673953e-07
2385	5.904635532e-07
2386	5.849151867e-07
2387	5.808303686e-07
2388	5.764061028e-07
2389	5.754421738e-07
2390	5.734838136e-07
2391	5.667061334e-07
2392	5.649402987e-07
2393	5.574873998e-07
2394	5.574866903e-07
2395	5.574860862e-07
2396	5.544733933e-07
2397	5.536729623e-07
2398	5.463868142e-07
2399	5.451623777e-07
2400	5.451623744e-07
2401	5.451623715e-07
2402	5.385761389e-07
2403	5.33647554e-07
2404	5.266401308e-07
2405	5.23397244e-07
2406	5.21108371e-07
2407	5.21108038e-07
2408	5.196116308e-07
2409	5.196108747e-07
2410	5.132399066e-07
2411	5.113694721e-07
2412	5.07759109e-07
2413	5.077590166e-07
2414	5.039204161e-07
2415	5.039204134e-07
2416	5.030753424e-07
2417	4.998574594e-07
2418	4.979829193e-07
2419	4.972245465e-07
2420	4.906954004e-07
2421	4.894151877e-07
2422	4.837195544e-07
2423	4.831267572e-07
2424	4.83126687e-07
2425	4.826364031e-07
2426	4.826364014e-07
2427	4.76298815e-07
2428	4.747836514e-07
2429	4.719843351e-07
2430	4.681595617e-07
2431	4.624105898e-07
2432	4.565422891e-07
2433	4.565422889e-07
2434	4.559672035e-07
2435	4.499773125e-07
2436	4.443603647e-07
2437	4.385253878e-07
2438	4.376908222e-07
2439	4.373669621e-07
2440	4.373667629e-07
2441	4.355334286e-07
2442	4.307129489e-07
2443	4.29387105e-07
2444	4.250904877e-07
2445	4.223695087e-07
2446	4.187078412e-07
2447	4.107976836e-07
2448	4.094646312e-07
2449	4.07356711e-07
2450	4.051903768e-07
2451	4.000692867e-07
2452	3.98864254e-07
2453	3.935801808e-07
2454	3.895870693e-07
2455	3.892016882e-07
2456	3.846204082e-07
2457	3.818667418e-07
2458	3.813292341e-07
2459	3.802130003e-07
2460	3.755514679e-07
2461	3.737949835e-07
2462	3.69660245e-07
2463	3.678794251e-07
2464	3.651997475e-07
2465	3.60648414e-07
2466	3.606458381e-07
2467	3.603104008e-07
2468	3.592223631e-07
2469	3.57102303e-07
2470	3.524131275e-07
2471	3.493076888e-07
2472	3.456205316e-07
2473	3.456183435e-07
2474	3.410970369e-07
2475	3.366012309e-07
2476	3.341863107e-07
2477	3.341850935e-07
2478	3.334653816e-07
2479	3.297451469e-07
2480	3.280351477e-07
2481	3.249560135e-07
2482	3.213137442e-07
2483	3.16811563e-07
2484	3.14730476e-07
2485	3.141571595e-07
2486	3.138217971e-07
2487	3.12117276e-07
2488	3.116847209e-07
2489	3.10070946e-07
2490	3.060853538e-07
2491	3.02484219e-07
2492	3.011043669e-07
2493	3.011035027e-07
2494	2.989287379e-07
2495	2.963197516e-07
2496	2.917437964e-07
2497	2.913468067e-07
2498	2.909405362e-07
2499	2.874478603e-07
2500	2.874469786e-07
2501	2.87446228e-07
2502	2.87445589e-07
2503	2.874450448e-07
2504	2.867319542e-07
2505	2.836299698e-07
2506	2.802888971e-07
2507	2.766161921e-07
2508	2.73519818e-07
2509	2.735171956e-07
2510	2.69995076e-07
2511	2.691593075e-07
2512	2.686828213e-07
2513	2.66196821e-07
2514	2.631928172e-07
2515	2.631908414e-07
2516	2.631891591e-07
2517	2.599220176e-07
2518	2.599214623e-07
2519	2.588927117e-07
2520	2.588926267e-07
2521	2.576111177e-07
2522	2.55161154e-07
2523	2.55161019e-07
2524	2.547790569e-07
2525	2.523862617e-07
2526	2.50080303e-07
2527	2.497758742e-07
2528	2.477262713e-07
2529	2.473289492e-07
2530	2.469898627e-07
2531	2.4608188e-07
2532	2.428462284e-07
2533	2.428460074e-07
2534	2.421095417e-07
2535	2.394619375e-07
2536	2.394617415e-07
2537	2.385935017e-07
2538	2.363772444e-07
2539	2.363772178e-07
2540	2.362727217e-07
2541	2.337526754e-07
2542	2.30872086e-07
2543	2.295587593e-07
2544	2.280539037e-07
2545	2.269769812e-07
2546	2.243083956e-07
2547	2.243082311e-07
2548	2.217695918e-07
2549	2.216048984e-07
2550	2.20408069e-07
2551	2.202718334e-07
2552	2.174547533e-07
2553	2.171813199e-07
2554	2.164875536e-07
2555	2.148161696e-07
2556	2.136719241e-07
2557	2.136718473e-07
2558	2.11056468e-07
2559	2.110561783e-07
2560	2.105061809e-07
2561	2.098252722e-07
2562	2.098251231e-07
2563	2.097320441e-07
2564	2.069803473e-07
2565	2.069802979e-07
2566	2.067587377e-07
2567	2.067585831e-07
2568	2.067584516e-07
2569	2.050804343e-07
2570	2.050801587e-07
2571	2.047340007e-07
2572	2.020556839e-07
2573	2.003124522e-07
2574	2.003124513e-07
2575	1.998590438e-07
2576	1.973052176e-07
2577	1.96247104e-07
2578	1.96246982e-07
2579	1.947284706e-07
2580	1.947283537e-07
2581	1.947282542e-07
2582	1.947281695e-07
2583	1.942748638e-07
2584	1.919230698e-07
2585	1.913447436e-07
2586	1.894549171e-07
2587	1.889515356e-07
2588	1.87341664e-07
2589	1.873415915e-07
2590	1.863393672e-07
2591	1.840967829e-07
2592	1.829572375e-07
2593	1.806260896e-07
2594	1.802436082e-07
2595	1.778549829e-07
2596	1.755832712e-07
2597	1.734230905e-07
2598	1.727246307e-07
2599	1.708531774e-07
2600	1.685916897e-07
2601	1.683736537e-07
2602	1.662275506e-07
2603	1.661370139e-07
2604	1.642916594e-07
2605	1.635974331e-07
2606	1.619010883e-07
2607	1.61900948e-07
2608	1.607574481e-07
2609	1.597813348e-07
2610	1.583849158e-07
2611	1.581752729e-07
2612	1.569466077e-07
2613	1.567565657e-07
2614	1.567564386e-07
2615	1.567563306e-07
2616	1.565540855e-07
2617	1.545458533e-07
2618	1.545458313e-07
2619	1.536174406e-07
2620	1.531689756e-07
2621	1.525782349e-07
2622	1.50578243e-07
2623	1.495186559e-07
2624	1.495186205e-07
2625	1.4730789e-07
2626	1.468719949e-07
2627	1.44992459e-07
2628	1.431177706e-07
2629	1.412384651e-07
2630	1.39338285e-07
2631	1.393382747e-07
2632	1.393382661e-07
2633	1.377725574e-07
2634	1.377725448e-07
2635	1.364715332e-07
2636	1.36169471e-07
2637	1.353923613e-07
2638	1.337212175e-07
2639	1.319320478e-07
2640	1.303595131e-07
2641	1.298824719e-07
2642	1.29882387e-07
