x y z dx dy dz magnitude
8.71902 14.6438 9.23791 0.0266119 -5.9598 4.61086 7.53525
17.6296 7.73437 2.00382 -34.6502 11.0384 -3.37038 36.5218
3.254 4.63956 32.9974 -10.2643 -6.35792 -23.2983 26.241
15.4093 5.69437 17.36 18.7228 -22.5189 -5.87474 29.869
15.3279 30.8223 29.3091 -8.72388 -8.07986 -16.6241 20.4389
19.3021 -4.98629 15.9103 -10.4018 10.3481 -1.21118 14.7223
5.37548 15.1007 23.287 -9.68639 -6.93407 2.54128 12.1805
-1.98802 16.0121 31.5744 19.0003 -2.63227 -12.032 22.6431
26.6776 71.882 -3.77358 -3.91406 -88.8332 5.83824 89.1108
30.6952 15.8657 19.3613 -6.38102 -5.5398 -13.709 16.1042
2.50678 -5.76604 4.72319 2.86981 11.6296 -2.26732 12.1911
21.8749 34.4364 20.9367 -11.6192 -14.6178 -12.0295 22.2125
17.448 -3.70358 45.9136 -4.50164 7.72581 -51.7129 52.4803
18.5977 17.6485 25.6393 -15.736 2.21386 -4.14774 16.4234
19.7824 15.4668 10.2802 3.18925 1.08482 9.00974 9.61892
5.5328 24.0949 4.73103 -2.70518 -4.25543 -0.603512 5.07848
41.3955 -3.51243 -4.13691 -23.6773 10.6348 12.6568 28.8775
21.3586 -7.45041 -4.29497 3.71384 24.9407 8.40481 26.5795
7.58853 13.9262 16.8688 0.728325 -2.55895 -7.16657 7.6445
15.1348 7.82604 20.8701 1.8985 -0.891999 3.0509 3.70243
-0.598936 -5.33008 -9.10472 6.52538 13.5741 19.6466 24.7553
6.17333 9.75129 15.9625 -3.58652 -2.55516 1.58508 4.68022
15.5434 16.2048 -69.9981 -6.01061 -4.70843 113.897 114.153
30.3398 29.1145 10.4918 -12.3374 -26.2588 9.12997 30.4153
24.1424 9.85793 6.49839 7.8032 0.988588 11.3072 13.7739
21.8405 -2.0494 16.3396 4.30478 5.91035 -9.44551 11.9449
15.193 18.926 22.4465 3.92108 -16.8567 -3.38822 17.6353
-5.35183 14.368 8.86913 11.7447 2.20535 0.0612184 11.9502
9.19004 15.9887 15.8594 9.58592 -3.42941 -46.4087 47.5123
22.0251 7.80451 11.504 -1.04727 3.61083 -3.73702 5.30096
42.9141 6.26413 28.2343 -30.4603 24.5189 -6.31361 39.6089
-4.59607 12.3696 -18.4144 5.66694 4.98938 22.7689 23.9881
8.8273 8.23373 7.43418 -5.67045 -0.770155 -1.1033 5.8279
-13.5388 32.525 17.0128 32.6068 -29.9741 -8.27197 45.0564
7.00494 16.7692 23.1737 3.38075 15.7688 -12.8384 20.6133
15.3532 10.0604 6.68954 -18.0512 9.91176 8.72628 22.366
21.6569 10.4994 2.19808 -5.83684 8.62074 -7.00136 12.5461
5.60726 24.0005 4.71123 -22.5195 5.17172 -7.91446 24.4236
26.1583 18.62 17.4643 -2.46769 3.70059 -7.02779 8.31708
9.27645 10.7203 6.2371 -4.95242 -0.688355 -8.39068 9.76749
11.1636 23.5643 31.6802 6.74492 3.28084 -49.594 50.1579
8.81634 20.7741 12.683 4.73821 -0.62392 -3.33059 5.82518
-4.25924 -5.68368 -2.27242 7.78082 25.3557 10.9933 28.7107
23.7958 6.88572 9.18109 -29.6865 6.47923 -13.1859 33.123
25.104 29.6503 45.8649 -3.07116 -8.44232 -27.0487 28.5016
8.11457 -2.69863 28.4281 11.0675 4.45149 -18.8177 22.2803
2.40452 15.5874 4.72965 -6.49302 -31.747 -7.13479 33.1803
16.1504 19.6381 10.9814 -10.4483 9.42417 4.34004 14.7247
20.4729 14.32 -3.41392 -3.97932 5.93766 9.04897 11.5315
2.87334 9.42882 19.461 -0.205852 -4.28832 -8.37386 9.41029
19.2602 16.2731 -3.00136 -10.9694 -5.92955 18.2237 22.0814
4.17133 13.4996 5.50499 -8.61132 -5.3429 -18.4734 21.0705
21.482 2.28875 10.7083 9.79977 1.09644 22.486 24.5531
13.8842 22.8842 20.0953 -4.55896 8.99776 6.83204 12.1828
21.7497 20.0898 23.562 -16.7484 14.8424 -18.4095 28.9778
5.96528 17.6329 15.7796 -9.72175 -5.70141 5.37253 12.4853
-5.72443 -1.79939 3.80473 9.27885 3.62532 3.67164 10.617
54.602 57.6262 16.3989 -48.5573 -34.8199 -8.77597 60.3925
-15.519 30.0848 -3.42547 33.531 -4.21845 21.2336 39.9123
20.2129 14.934 9.6723 10.6354 -1.057 35.1593 36.7479
7.13795 10.5966 10.9288 20.6876 -2.42341 33.8504 39.7455
16.6577 27.2991 20.5402 -9.01602 -4.89835 -6.00746 11.89
9.91414 15.1616 8.53149 2.87586 -7.46462 -12.8616 15.1463
10.0477 9.35154 15.8899 -0.846431 4.64464 -7.98376 9.27522
25.3977 21.9801 8.90052 -1.84998 6.93449 8.33824 11.0016
16.7091 7.02093 28.2419 -8.5079 5.02346 -7.10571 12.1701
-8.29943 20.0973 22.4233 14.3997 -16.9908 -19.4876 29.594
7.4077 1.41171 9.48911 10.6189 21.9234 18.8393 30.7947
29.5069 28.6947 19.9077 -23.2082 -19.1284 5.97234 30.6624
20.4698 24.2668 22.5257 -0.275354 -1.62093 1.63422 2.31817
7.11602 9.29062 18.3138 -10.4254 -23.6886 14.504 29.6682
8.88215 5.38225 14.8603 8.23578 -16.1431 17.5727 25.2434
12.7921 33.7356 -17.0217 1.96127 -13.0248 34.0288 36.4891
17.712 11.7053 17.0648 -10.9669 19.9627 -1.10786 22.8037
19.5558 25.4912 3.39189 12.1852 4.80591 -17.1898 21.6117
12.3353 30.5467 7.68385 3.87528 -10.9586 0.842581 11.6541
27.4801 18.6274 -3.65353 -3.39371 -1.39996 6.93883 7.85013
7.85726 5.23499 11.6633 24.2195 -2.75353 19.5235 31.2303
3.33072 -6.39145 4.245 -3.83001 37.4153 -9.04585 38.6833
12.2291 7.2207 3.61396 4.87549 12.7909 -3.75193 14.1935
4.85458 25.633 17.3275 -19.0156 4.25439 -10.1937 21.991
22.9285 0.926315 32.7442 -1.14176 1.16211 -11.8583 11.9697
7.96832 29.3218 28.3009 19.0715 -9.42156 -5.45568 21.9602
5.17326 21.3901 8.58667 0.805494 -3.58863 -3.93724 5.38785
9.33485 12.2762 18.5161 3.33273 -4.47365 -9.46191 10.984
10.8767 21.67 23.833 7.30779 0.107356 3.31613 8.02571
6.45495 14.4712 16.507 3.30532 2.43791 -5.71908 7.04105
6.28806 9.63531 17.1711 -0.437588 0.642544 2.60798 2.72138
10.0842 22.1056 -2.23217 3.25179 0.243629 8.21681 8.84021
11.3351 16.8131 9.1842 7.33128 -7.2704 5.09658 11.5144
32.4484 29.9195 28.2787 -9.16544 -12.5593 -21.53 26.5572
7.20287 20.0379 10.9091 -1.26824 1.50837 -2.1653 2.92782
8.84409 -0.114204 20.6419 10.5682 2.69985 22.0797 24.6269
10.9223 17.5026 10.2893 5.71203 -6.16739 -2.47236 8.76222
14.4645 6.25958 -3.30935 5.03018 16.7237 12.4202 21.43
8.40994 17.974 13.4894 11.9531 -28.4983 -5.37142 31.3669
8.65929 46.0589 29.8125 7.1196 -39.7291 -5.74942 40.7694
16.1751 -5.15572 -1.92465 -4.51158 35.1309 7.38864 36.1819
7.33895 11.2898 22.6036 12.062 5.57687 1.50301 13.3736
6.56331 12.0869 23.0064 0.915969 4.90874 2.36081 5.52341
1.80772 21.9275 16.657 -0.755272 10.6141 -6.83369 12.6463
20.5661 23.2022 19.4963 -14.7159 -20.6239 2.08619 25.4215
45.5941 17.9111 23.6215 -49.5233 -4.88796 -17.0667 52.6091
9.36235 12.7148 18.8997 4.32655 6.15389 -1.95043 7.77133
15.6268 18.0995 15.4712 -5.80802 -7.06524 -6.35674 11.1382
11.9944 17.7065 31.6327 3.28727 -7.56317 -38.5416 39.414
30.6173 18.615 14.0395 -6.66389 -9.91011 -6.56813 13.6293
6.92283 26.6811 3.71508 1.29409 -4.93804 -4.67444 6.92165
20.3767 19.3082 23.1525 -6.24716 11.5609 -27.2851 30.2847
13.0713 9.18571 6.80446 7.92706 27.356 12.9436 31.2846
22.2491 16.4748 6.82592 -2.45479 -0.61099 8.73986 9.0986
4.07606 -4.25039 11.7185 5.76861 9.4061 8.33868 13.8306
4.53334 -10.36 6.78782 27.9657 20.7474 9.37973 36.0626
19.0799 15.4892 20.0514 13.5568 47.586 14.3449 51.5169
3.80368 7.91211 20.2825 16.0242 -11.5384 -7.54769 21.1395
23.7579 10.0013 19.4115 4.85418 6.14766 -12.8065 15.0121
8.4886 3.83153 -1.43092 0.53941 -2.80721 5.87819 6.5364
6.31522 3.77684 4.0424 -12.3688 -4.13119 -7.98807 15.2926
3.80429 14.8433 22.2899 -2.51002 -8.40417 -12.4215 15.206
10.8631 5.36512 18.8771 -14.6949 10.2242 0.580661 17.9112
-6.804 -3.74459 13.5463 25.4494 34.441 0.35344 42.825
5.2221 18.5699 11.2844 -2.05851 -12.2989 -3.93589 13.0764
27.625 -5.49206 4.00274 -16.5977 25.8933 -1.2287 30.7808
22.8658 9.40753 24.1183 7.24263 -1.31536 0.968108 7.42449
19.3348 -0.743881 22.8868 0.090222 3.4629 5.6523 6.62935
13.8057 8.46822 4.86669 2.8741 6.56753 2.90557 7.73533
22.9384 23.2394 16.7542 5.64363 8.11958 -48.6357 49.6308
3.70495 1.37994 7.82449 -7.06443 4.01813 7.21907 10.8704
10.7835 28.748 20.473 19.1634 -9.47828 6.38089 22.3112
3.69288 -2.03758 16.8528 0.16594 5.41933 -5.95685 8.05486
17.8152 5.26942 -0.370941 -0.333308 -5.97396 5.50449 8.13011
22.9441 1.46786 6.24189 6.94557 1.97509 10.0857 12.4042
-2.8343 5.82694 15.2911 17.8506 -11.2137 -6.52664 22.0678
29.6559 15.7022 -19.4607 -9.44941 -7.57486 42.0092 43.7201
9.4339 6.69982 13.4773 8.42547 -6.01894 -5.23193 11.6013
7.14385 22.7717 -0.58904 1.34444 0.235609 2.53699 2.88086
-1.52934 4.71906 8.27833 16.6375 -12.8055 7.95748 22.4523
10.8025 20.2647 -2.41589 1.01966 -11.11 19.9865 22.8896
21.3646 22.0331 7.46803 0.155092 -5.29316 -1.12253 5.4131
-3.64717 11.3456 20.9612 7.9369 1.58616 -2.00498 8.33848
4.90149 10.7348 -2.27349 -6.30843 9.61403 18.8018 22.0393
6.54855 4.30179 8.84916 12.9835 -1.85912 -1.62364 13.216
22.5003 29.6137 15.746 6.27868 -59.914 -5.82755 60.5233
6.86477 9.22925 3.26054 37.9326 2.33721 -8.28885 38.8979
22.0717 3.6894 -6.40519 -24.2741 26.7025 16.259 39.5805
16.9292 6.85329 23.9852 -8.59001 6.63752 -6.08204 12.4433
22.4304 7.98062 -1.22686 7.32866 9.66527 3.09759 12.5189
-3.07607 15.2 21.6923 19.7293 -0.972452 10.7736 22.5003
9.52038 19.3897 -0.571321 14.0531 -11.442 20.0785 27.0472
4.17317 20.9726 7.48529 14.4666 -5.77646 -11.8737 19.5866
7.77474 0.713455 30.2308 21.2404 2.84135 -10.162 23.717
7.76102 7.52669 24.1388 -3.92389 -0.603869 -8.56258 9.43818
-3.42466 -3.5527 16.1445 26.9585 25.2486 16.5119 40.4586
20.4283 7.17463 3.28291 5.64562 -11.2081 2.7952 12.8572
7.27996 2.53259 8.78253 9.51342 7.5026 7.61454 14.31
20.5698 14.3718 16.8574 12.3535 -9.88499 -14.017 21.1376
4.5081 14.9137 3.53442 -3.75985 -7.33234 -7.23006 10.9624
22.0767 13.122 18.7664 5.32737 4.31787 -10.9831 12.9481
16.3085 -2.42238 19.5357 1.34613 4.30993 -11.7457 12.5837
6.04652 -2.23568 15.7582 4.41211 8.41806 1.83258 9.67929
28.6103 10.6318 5.9523 -16.4843 10.7906 24.2852 31.2721
13.7242 32.7095 29.8826 0.0261787 -12.7498 -7.06253 14.5753
15.1024 9.23317 -5.66701 -3.66184 11.2849 22.5251 25.4585
8.91471 3.40523 1.94965 5.72473 -19.9793 -9.25782 22.752
29.9251 6.02705 27.2398 -17.495 -11.562 -4.6382 21.4772
7.23438 10.5826 5.18167 2.42903 -0.917104 1.00956 2.78576
-0.0853132 17.3612 5.88932 7.33568 -26.2289 -14.1369 30.6858
29.9428 15.2685 3.72492 -7.68591 -2.81068 3.83407 9.03732
17.645 7.94577 0.592835 -11.5869 21.9187 -1.6233 24.8459
11.0272 29.1215 5.91837 4.29571 -5.35147 -0.694984 6.89742
5.85364 9.53717 12.0522 0.425351 2.28788 4.50181 5.0677
18.5595 12.6046 17.193 -12.8635 24.4632 -10.1714 29.4512
10.3584 11.0136 -6.91958 9.58114 -5.15755 17.0419 20.2194
22.058 7.29699 13.2925 7.09768 2.10779 6.20767 9.66204
12.1872 -4.83197 8.05491 -2.52108 24.1151 5.78208 24.9264
5.19317 5.4898 2.0995 -1.8684 -8.10601 4.13609 9.29008
19.5671 -3.42217 -14.0787 -3.58247 22.9922 16.5477 28.5535
26.7641 22.4634 32.3889 -5.76663 5.06788 -10.3689 12.9016
19.8875 23.5174 -5.30651 13.0168 -13.6854 16.8389 25.3037
4.27387 16.7471 6.78327 2.02262 -6.97604 8.93618 11.5157
9.94851 24.0886 19.7351 2.15633 -3.44868 -10.3452 11.116
-1.90329 9.79269 4.54437 7.24701 -0.600679 -5.21845 8.95054
3.77353 18.635 -0.791854 -12.6559 -12.382 22.451 28.5926
-0.28817 -4.29994 5.53336 1.02005 8.25993 12.9613 15.4033
7.23458 13.0002 7.02611 0.295833 0.336107 0.529598 0.693512
-6.79286 16.1983 41.6601 12.3173 -1.86555 -18.914 22.6481
17.1864 -1.30242 18.6546 -7.90061 20.8219 -18.9029 29.2112
7.89264 9.61675 15.0278 7.43419 8.18091 -4.64617 11.9909
1.7179 31.4588 31.6633 16.0937 -5.40861 -10.4147 19.918
11.2478 3.00323 21.0381 5.51852 -7.28043 7.04749 11.538
23.5928 8.28012 -2.06064 -8.78017 8.22325 8.68946 14.8398
20.9586 11.1836 18.0822 3.54024 -2.66602 0.425041 4.45215
-3.55563 20.7523 11.5721 6.53132 0.781448 -0.392546 6.5896
-3.31082 -3.82833 15.6486 6.99063 9.02289 -0.95091 11.4536
4.77557 7.29123 21.8149 -1.99869 -1.45055 -1.98166 3.16636
18.4418 23.7712 7.21601 -2.55829 -3.83766 0.308748 4.62253
16.1095 2.15243 19.9893 -8.84923 -16.1048 10.0673 20.9529
7.26446 22.4778 20.8684 7.18382 9.82495 -24.2377 27.122
16.497 -6.66978 -1.41983 -12.0972 24.0037 2.47139 26.9931
31.9639 30.4062 24.3284 -17.7865 -9.9498 -14.7956 25.1847
15.0603 23.1207 21.2222 -18.3819 1.98465 -14.6655 23.599
21.4771 20.2712 8.99558 2.09783 -3.46722 -2.0886 4.55903
-18.4507 40.7133 21.7632 35.9635 -22.3343 4.52479 42.5755
6.38821 16.5224 25.3602 4.65814 -7.93138 -4.49034 10.2356
-1.32934 -3.41716 18.9909 4.16146 6.82947 -9.39537 12.3382
16.3345 10.5619 20.1179 2.4609 23.972 30.213 38.6463
20.7258 3.91766 24.5664 2.05194 2.02462 -5.71939 6.40476
-6.5409 15.7693 10.7038 11.9853 6.6172 3.03276 14.0226
15.2495 -3.09359 -6.10758 -24.1188 11.2696 13.5706 29.8811
2.78592 7.00985 10.2103 -3.52136 -0.306276 -0.511764 3.57151
16.1238 10.9964 17.5834 1.25317 7.6021 -4.03327 8.69653
22.2053 -0.164532 6.1448 3.28788 6.00974 -2.41237 7.26269
20.4064 9.40808 11.0962 1.48575 5.82856 7.54537 9.64947
6.68061 15.1181 19.7707 1.48174 5.95431 2.03055 6.46316
9.31651 5.75827 5.67672 -0.693399 14.3628 -10.1517 17.6019
3.6858 19.6121 8.83093 -1.31467 -0.724958 -0.0377532 1.50178
-56.8731 10.2527 2.37178 115.178 6.70348 -1.79214 115.387
8.21897 21.0919 12.0384 8.16763 8.51713 -15.6407 19.593
46.5082 31.7647 9.82472 -41.7148 -11.7414 7.34885 43.9544
7.69367 12.6648 9.19479 7.19327 17.4205 9.73293 21.212
9.87864 15.6062 9.28672 8.42876 -3.10752 7.9937 12.025
-18.5227 -0.938339 8.68368 24.5388 16.1168 0.822803 29.3697
4.0691 24.7263 9.2924 -5.17714 -7.63361 9.45237 13.2069
28.3284 23.4538 18.5223 -19.4453 8.40116 -5.13801 21.7968
29.8901 16.6025 22.8407 -23.4911 -6.76424 2.44499 24.5676
2.01687 -19.1849 16.8438 2.65112 21.3733 -6.3721 22.46
23.6066 20.1534 4.49517 -7.40146 -0.279369 1.24468 7.51058
22.4328 5.63461 7.42201 -4.68229 0.749767 -3.13106 5.68238
6.28796 21.2209 9.81265 -0.879272 -2.09425 -5.95894 6.37714
42.8801 6.64111 -1.00192 -23.1581 17.0961 3.3993 28.985
-3.34455 14.6784 -6.06609 7.30974 -5.10189 25.518 27.0302
21.5859 -5.25263 24.9142 11.3555 21.8861 -0.593184 24.6637
20.3191 16.0405 -2.1112 -2.46111 -5.23185 7.73845 9.65986
10.663 10.9779 18.1674 4.87132 5.50441 -8.90161 11.5441
22.1071 20.0822 34.8208 -12.3904 -8.12373 -14.6 20.8009
19.8341 2.3031 3.30591 12.0814 -3.62259 -7.19207 14.5193
10.024 22.9317 19.276 -1.72095 -1.84161 -4.81357 5.43356
23.3099 22.1605 -6.44018 -26.8923 -12.1831 9.84748 31.1223
10.0454 16.7882 16.4372 8.19854 -5.27379 -21.7361 23.822
-4.3636 -5.74296 -2.39271 9.74181 10.2158 3.26072 14.4878
2.67073 4.09027 19.8635 2.38507 2.92786 2.72095 4.65451
20.3903 13.707 9.32335 -2.77782 -4.05 5.6212 7.46436
-29.6883 32.5157 14.8262 34.013 -25.0395 -1.24735 42.2542
16.0276 11.0624 19.031 -5.79155 8.20868 4.114 10.8559
22.5335 21.0722 12.0738 7.50414 12.0898 -12.4239 18.8899
6.36987 19.8387 36.9847 7.68259 -2.23741 -16.0268 17.9133
9.04757 24.2835 3.37402 7.79748 4.13329 -7.04162 11.2902
19.6674 29.6515 1.24975 0.127608 -6.6372 -2.43279 7.07016
-0.590034 4.60171 21.3749 9.08858 -12.9703 12.7253 20.3166
41.7936 10.6388 33.6315 -22.7586 5.43139 -22.5507 32.496
4.60341 13.5992 8.3157 -1.34274 2.94211 10.9559 11.4232
31.3408 9.36791 25.1446 -37.7181 22.8513 3.73583 44.2583
3.37214 24.1331 9.2359 2.38332 5.68767 2.26656 6.57017
15.8895 -7.99619 11.119 -5.13245 13.8621 7.50709 16.5788
7.07856 3.33185 -2.07533 1.03588 -2.39294 5.997 6.53936
26.6849 6.67293 9.437 -3.69279 -0.38602 4.73451 6.01675
-3.44342 28.24 18.7734 8.2411 -20.325 -7.10809 23.0553
17.1252 -0.568439 5.44408 -10.7043 4.15368 2.97271 11.8606
8.54433 25.2956 30.3573 -4.1496 -1.31596 -9.71596 10.6466
18.8088 11.2357 10.0804 -8.79318 6.63038 5.08208 12.1289
17.6013 18.1866 -0.128957 -8.59735 -3.27197 5.57837 10.7582
2.15068 17.8494 7.6976 0.208898 1.81418 2.61669 3.19092
-16.6831 8.47206 -6.69556 25.5886 -1.16676 30.5799 39.8907
7.36732 21.5174 4.50265 0.339232 -2.57176 4.63825 5.31436
-3.63242 20.5026 27.8966 11.3151 7.75169 -4.73259 14.5092
12.502 19.3569 16.6606 3.34999 -3.20106 -7.39129 8.72356
18.1509 12.9596 8.24312 -9.51063 15.5484 15.2399 23.7584
2.85338 -3.88734 42.3224 -2.17163 22.6073 -33.3848 40.3776
7.33341 29.8397 27.2229 14.6456 -18.8432 -3.87819 24.1785
9.59767 18.7997 14.1441 10.0913 4.67619 -5.72398 12.5086
31.8188 -4.04943 13.6146 -7.57091 6.90666 5.38436 11.5763
25.8499 4.81235 31.0108 -3.64513 -2.40772 -10.5583 11.4264
9.53645 28.6593 6.49488 7.51271 -3.35986 12.3002 14.7995
-6.21476 22.7278 2.88105 23.0412 6.82791 -5.90864 24.7473
25.2902 18.1779 22.4747 6.51952 4.40728 11.0564 13.571
-3.82139 27.1868 7.78745 4.52506 -4.99541 10.2641 12.2793
4.08166 12.7303 7.35091 -0.516646 6.37062 4.61425 7.88309
-19.3847 13.6651 9.57843 36.6643 0.718243 7.94741 37.5227
2.41032 19.5711 16.1374 -6.30565 -12.0831 -4.85828 14.4695
-0.684079 7.25637 3.55438 11.6417 11.4248 -8.27868 18.2919
23.6529 23.3621 6.19903 -4.64805 4.97452 -9.41486 11.6185
-3.83804 11.6451 21.9032 22.3486 2.61283 8.83384 24.1728
15.2959 5.31205 2.64258 -10.6705 16.5212 -9.68462 21.9227
15.0563 22.9376 4.91219 -6.11035 9.65308 5.59211 12.7197
59.4229 28.8447 -2.4064 -40.2432 -6.27724 7.8108 41.472
16.7575 26.9785 20.4381 -8.48278 -6.92416 -4.45706 11.8223
18.5636 24.407 17.6909 -1.30468 -5.3502 0.644445 5.54456
20.2833 6.2533 24.2601 -0.30232 -0.0993223 -0.0552892 0.322985
4.85864 3.90709 19.4486 1.78881 -0.0153108 2.29934 2.91325
30.0681 6.61095 10.7205 -11.6758 17.1681 8.37004 22.3858
10.8411 10.576 17.6537 8.14297 16.6606 -8.2228 20.2854
31.2746 18.2263 12.1452 -10.6987 -8.8249 1.94857 14.0049
-2.51849 20.4675 15.462 17.8837 8.67179 -9.11079 21.864
-16.2311 -4.24141 2.26516 24.4141 26.0835 18.698 40.3238
20.7202 0.673083 4.10771 9.80432 -3.78346 -10.5128 14.8647
28.4486 6.89966 3.21935 -5.86211 -13.071 -0.944444 14.3565
-19.5318 16.6295 1.90392 76.3382 -6.33588 0.554106 76.6027
24.3625 3.23492 8.5505 19.1536 -4.74647 13.6235 23.9789
-3.3194 17.0038 6.90643 6.00898 4.18785 8.36174 11.116
7.01656 2.59996 7.70366 -4.49187 5.76842 -0.314179 7.31781
15.2906 -8.1129 10.5308 -8.7362 11.3689 4.86454 15.1405
10.113 -30.6453 2.22057 5.65848 61.0416 0.586109 61.3062
5.49193 19.6762 16.0517 -4.02483 12.2476 27.0078 29.927
16.4523 2.04652 4.48517 -8.32229 -7.31454 7.3893 13.3178
21.9187 5.10114 26.0155 4.6567 -9.40583 -18.3791 21.1648
16.0843 32.9607 18.0334 11.7644 -11.5239 -9.44537 18.9846
6.87214 -3.43715 14.9589 0.318804 7.20547 0.343541 7.22069
45.6297 27.6515 -3.3292 -36.243 -7.13313 14.5452 39.6989
10.882 15.675 7.43646 6.55555 -2.91554 -1.70812 7.37518
27.2203 21.5825 9.11271 -7.76414 -7.16033 7.36874 12.8783
32.6725 11.185 16.6747 -65.2355 -1.51348 -6.24047 65.5508
16.8991 12.7573 19.1233 -7.07036 -0.641354 0.284857 7.10511
-2.9532 -7.88896 28.3006 31.5068 15.029 -4.58601 35.2077
4.57861 13.6512 8.25098 -2.81321 4.99215 0.784091 5.78364
6.75423 10.1548 7.26883 0.517855 -6.83271 -1.35343 6.98468
25.5687 16.7034 19.399 -5.96545 -0.179324 -7.20507 9.35584
4.03753 5.48708 1.14472 2.79663 -8.88994 -0.318768 9.3249
20.0201 17.4367 4.66065 0.377021 6.16449 1.86781 6.45227
20.712 17.6073 26.4603 9.7579 -23.0482 -1.23822 25.0593
31.5646 -5.05407 1.18017 -11.9285 8.40119 13.1481 19.6404
24.2716 19.3657 16.7731 -4.30373 -3.52575 0.535183 5.58922
4.36738 2.30899 10.3957 -24.638 -5.12517 31.2481 40.1216
16.6094 5.94827 -1.98804 -11.2597 -13.1897 24.3985 29.9338
-5.84624 37.1997 18.7432 14.5216 -29.3472 9.28438 34.0343
-5.36331 22.0109 -1.6738 8.59863 -2.88778 3.71889 9.80336
19.2403 21.8948 10.5056 -37.7846 21.4297 3.55541 43.5838
24.95 9.069 7.74073 7.16482 20.7488 6.48062 22.8877
5.91863 3.79364 24.2449 -8.95871 18.3973 -30.6699 36.8695
12.4341 9.55263 20.2554 0.448091 8.3666 -2.17708 8.65681
23.2705 19.2606 9.8616 -0.345615 -11.1111 18.3558 21.4595
10.7557 21.9525 18.9262 1.17609 9.66564 -10.3337 14.1983
17.3488 6.86623 2.66606 -4.93359 10.4525 2.88737 11.9136
7.25676 11.797 56.2503 11.3207 -2.058 -36.9172 38.6688
31.6019 8.21524 11.8912 -15.7881 13.9935 -5.02073 21.6862
3.82871 -3.29684 -15.6883 -3.53776 7.42586 34.4439 35.4124
-16.0463 16.3194 -6.11366 29.5358 -7.00406 25.1634 39.4287
18.5406 4.19413 5.66146 -0.877338 15.5429 -2.49907 15.7669
8.98549 0.370502 7.35466 10.8061 5.22329 2.82431 12.3301
24.1535 5.49499 21.634 -3.7828 -13.0482 1.11594 13.6312
11.1462 4.24183 3.35311 7.09949 0.270178 -4.04939 8.17761
10.165 2.76771 19.3321 22.9888 -3.77453 -9.56332 25.1832
21.4486 20.2641 9.06857 1.27808 -1.61761 -3.01447 3.65201
22.1291 14.624 22.2378 32.8977 -3.79459 -27.4429 43.0089
20.4403 -9.13598 21.1097 -9.5282 25.6043 -11.9662 29.8254
-0.0332936 9.03823 32.9711 4.79894 15.1456 -38.4434 41.597
31.4258 -6.84715 3.22334 -9.24876 11.5824 10.7081 18.2854
11.4087 8.68998 9.65426 -1.65057 8.31014 5.77137 10.2514
1.8714 23.0158 7.82942 -4.44276 8.9356 -25.3339 27.2284
19.1972 9.5541 12.6509 -36.5499 6.26331 -2.04226 37.1389
18.4422 31.3482 -11.9686 -14.7326 -8.55035 18.2049 24.9314
5.18946 6.19036 9.57371 0.808304 4.90089 -0.123369 4.96864
1.20745 31.81 4.05544 3.29507 -18.0825 4.00234 18.811
17.4392 4.26269 1.07826 -9.51476 -8.64632 -1.56104 12.9509
10.4245 9.83457 9.48691 9.21513 25.7144 12.5742 30.0709
14.766 21.8413 22.6257 1.63558 10.7015 19.549 22.3463
23.8926 4.89784 10.9088 2.22864 16.6167 19.9965 26.0949
32.8231 -16.7693 10.9469 -12.9969 33.2882 3.86891 35.9443
9.7532 3.66382 23.8396 5.7287 1.65707 4.90577 7.72208
20.5442 13.982 16.9656 5.96303 5.0701 -8.08454 11.2527
-5.3271 8.84186 12.913 8.84347 10.8887 14.0356 19.8437
3.6579 31.5869 11.5089 -3.97577 -23.7353 9.82811 25.9954
16.9665 12.2062 -5.72393 -8.62254 -4.30916 7.3643 12.1305
19.5802 20.0184 23.6255 8.70571 -14.2052 -40.3387 43.6439
17.5233 9.75777 15.076 -5.01172 7.7275 -6.5587 11.307
3.56734 19.0969 11.9623 -33.7909 -5.11976 -17.311 38.3106
18.47 21.5999 21.6234 -1.02294 -4.34447 -1.76251 4.79867
4.36113 0.926516 17.4596 -33.7529 1.2103 -8.72816 34.8841
3.33764 32.9042 2.27119 -4.46784 -117.43 -6.29742 117.683
15.6692 15.4228 8.18697 -8.30412 -14.3782 8.67576 18.7339
30.3305 28.2011 7.94389 -9.59572 -5.40811 4.11545 11.7585
2.5451 17.1351 19.5007 14.0857 -6.16913 -10.1335 18.4161
14.6674 3.32207 6.18134 1.98983 -9.48651 4.11371 10.5298
16.7098 29.8013 23.5922 -5.9788 -5.77335 -2.01503 8.55207
13.9646 22.9284 6.38086 -1.95407 8.74215 -36.4893 37.5727
11.4894 16.9251 -5.73385 7.10662 -3.8738 24.3063 25.6185
11.2885 6.85083 16.5638 -0.922983 14.3222 -18.5573 23.4595
6.59142 14.039 42.9118 10.4319 -1.15929 -22.8814 25.174
16.9851 12.5881 20.3959 -9.67936 -16.5431 16.8868 25.5446
-7.44177 -1.98528 23.3291 23.946 8.23901 4.65668 25.7484
19.4422 3.80567 9.9191 -1.14557 1.84925 0.895639 2.35249
-2.74047 11.1456 -5.30868 27.2775 7.42917 14.1613 31.6195
35.0649 14.3059 9.09537 -14.5178 2.5628 17.792 23.106
-0.87198 -5.43759 9.41549 6.20721 9.22456 2.71029 11.4441
